,id,title,category,brand,modelno,price,query,category_predict,brand_predict
20483,20483,x203a11g toner - 2500 page-yield black sold individuall,computer accessories,lexmark,,88.06,"{'title': 'x203a11g toner - 2500 page-yield black sold individuall', 'category': 'computer accessories', 'brand': 'lexmark', 'price': 88.06}","['printer ink toner', 'laser printer toner', 'computer accessories', 'inkjet printer ink', 'printer accessories']","['lexmark', 'oki data', 'xfx', 'xerox', 'ocinkjet']"
20493,20493,verbatim dvd-r 16x 4.7 gb 120min white inkjet printable 50 pk,,verbatim,,,"{'title': 'verbatim dvd-r 16x 4.7 gb 120min white inkjet printable 50 pk', 'brand': 'verbatim'}","['dvd r discs', 'blank media', 'cd-r discs', 'dvd rw discs', 'dvd-r discs']","['imation', 'action', 'lexar', 'verbatim', 'memtek']"
20496,20496,vcc-004 turin digital camcorder,,veho,vcc-004-atom-wht,79.45,"{'title': 'vcc-004 turin digital camcorder', 'brand': 'veho', 'modelno': 'vcc-004-atom-wht', 'price': 79.45}","['audio video accessories', 'keyboards mice input devices', 'camera photo', 'car audio video', 'camcorders']","['qubits', 'svat', 'veho', 'vistaquest', 'teac']"
20512,20512,stanley bostitch b8evalue - b8 heavy-duty electric stapler value pack 45-sheet capacity black,pda handheld accessories,stanley,,66.66,"{'title': 'stanley bostitch b8evalue - b8 heavy-duty electric stapler value pack 45-sheet capacity black', 'category': 'pda handheld accessories', 'brand': 'stanley', 'price': 66.66}","['printer staplers', 'desktop staplers', 'pda handheld accessories', 'machine rolls', 'printer staples']","['rolls', 'buddy', 'swingline', 'dixon', 'stanley']"
20530,20530,samsung clp-m660b laser cartridge high-yield magenta,inkjet printer ink,samsung,,86.7,"{'title': 'samsung clp-m660b laser cartridge high-yield magenta', 'category': 'inkjet printer ink', 'brand': 'samsung', 'price': 86.7}","['printer ink toner', 'inkjet printer ink', 'computer accessories', 'printer photoconductors', 'laser printer toner']","['compatible', 'lexmark', 'ocinkjet', '4inkjets', 'samsung']"
20532,20532,sabrent sbt-usc1k hi-speed usb 2.0 to serial db-9 rs-232 adapter cable black,connectors adapters,sabrent,sbt-usc1k,12.3,"{'title': 'sabrent sbt-usc1k hi-speed usb 2.0 to serial db-9 rs-232 adapter cable black', 'category': 'connectors adapters', 'brand': 'sabrent', 'modelno': 'sbt-usc1k', 'price': 12.3}","['networking products', 'connectors adapters', 'accessories supplies', 'cables interconnects', 'usb cables']","['kinamax', 'sabrent', 'vipertek', 'svat', 'lantronix']"
20561,20561,lg infinia 47lw5600 47-inch cinema 3d 1080p 120 hz led hdtv with smart tv included four pairs of 3d glasses,tvs,lg,47lw5600,,"{'title': 'lg infinia 47lw5600 47-inch cinema 3d 1080p 120 hz led hdtv with smart tv included four pairs of 3d glasses', 'category': 'tvs', 'brand': 'lg', 'modelno': '47lw5600'}","['tvs', 'televisions video', 'dvd home theater', 'televisions', 'phones with plans']","['lifeworks', 'lux', '3dtv corp', 'lg', 'infinity']"
20563,20563,ladyallure black fits up to 15.6 in notebook macbook,bags cases,dicota,n19578k,35.78,"{'title': 'ladyallure black fits up to 15.6 in notebook macbook', 'category': 'bags cases', 'brand': 'dicota', 'modelno': 'n19578k', 'price': 35.78}","['sleeves', 'laptop netbook computer accessories', 'bags cases', 'diffusers', 'armbands']","['compucessory', 'samsill', 'mayline', 'dicota', 'kroo']"
20574,20574,asus vh236h 23 inch widescreen lcd monitor - black,monitors,asus,vh236h,179.0,"{'title': 'asus vh236h 23 inch widescreen lcd monitor - black', 'category': 'monitors', 'brand': 'asus', 'modelno': 'vh236h', 'price': 179.0}","['monitors', 'dvd home theater', 'television stands entertainment centers', 'home audio theater', 'accessories supplies']","['dell', 'acer', 'targus', 'asus', 'planar']"
20577,20577,studio moviebox plus usb2 video capture device,video capture cards,pinnacle,8230-10022-31,,"{'title': 'studio moviebox plus usb2 video capture device', 'category': 'video capture cards', 'brand': 'pinnacle', 'modelno': '8230-10022-31'}","['external data storage', 'computers accessories', 'internal sound cards', 'faceplates', 'video capture cards']","['pinnacle', 'encore software', 'pinnacle systems', 'avid', 'diamond multimedia']"
20586,20586,pc treasures pocketpro hardshell 7.5-inch tablet pc case 07684,cases sleeves,,07684,14.99,"{'title': 'pc treasures pocketpro hardshell 7.5-inch tablet pc case 07684', 'category': 'cases sleeves', 'modelno': '07684', 'price': 14.99}","['bundles', 'covers', 'sleeves', 'cases sleeves', 'laptop netbook computer accessories']","['pc treasures', 'mainstays', 'encore software', 'compucessory', 'encore']"
20587,20587,panasonic lumix dmc-g1 12.1 mp digital camera with lumix g vario 14-45 mm f 3.5-5 .6 asph mega ois lens blue,digital slr cameras,panasonic,dmc-g1 blue,539.95,"{'title': 'panasonic lumix dmc-g1 12.1 mp digital camera with lumix g vario 14-45 mm f 3.5-5 .6 asph mega ois lens blue', 'category': 'digital slr cameras', 'brand': 'panasonic', 'modelno': 'dmc-g1 blue', 'price': 539.95}","['digital cameras', 'camera lenses', 'point shoot digital cameras', 'digital slr cameras', 'camera photo']","['panasonic', 'fuji', 'pentax', 'olympus', 'nikon']"
20589,20589,nikon 8072 microfiber cleaning cloth,cloths,nikon,8072,6.1,"{'title': 'nikon 8072 microfiber cleaning cloth', 'category': 'cloths', 'brand': 'nikon', 'modelno': '8072', 'price': 6.1}","['camera photo', 'cloths', 'cleaning repair', 'cleaners', 'lens cleaners']","['micro innovations', 'endust', 'digital innovations', 'fotodiox', 'nikon']"
20605,20605,black flexpod pro gripper tripod with ball head,printers,sunpak,,,"{'title': 'black flexpod pro gripper tripod with ball head', 'category': 'printers', 'brand': 'sunpak'}","['complete tripod units', 'printers', 'tripods', 'tripods monopods', 'monopods']","['unknown', 'sunpak', 'vanguard', 'action', 'generic']"
20611,20611,belkin 100ft fast cat5e cable-snagless blk a3l850-100-blks,ethernet cables,belkin,a3l850-100-blks,29.78,"{'title': 'belkin 100ft fast cat5e cable-snagless blk a3l850-100-blks', 'category': 'ethernet cables', 'brand': 'belkin', 'modelno': 'a3l850-100-blks', 'price': 29.78}","['kvm switches', 'networking products', 'ethernet cables', 'network systems', 'cables interconnects']","['tripp lite', 'belkin', 'terk', 'cables unlimited', 'cisco']"
20618,20618,astra astra1000rs-dbp remote starter with keyless entry with data port two 5-button remotes,printers,astra,,72.4,"{'title': 'astra astra1000rs-dbp remote starter with keyless entry with data port two 5-button remotes', 'category': 'printers', 'brand': 'astra', 'price': 72.4}","['printers', 'plug play satellite radios', 'printer accessories', 'sports outdoor gps', 'office electronics']","['panter company', 'sharp', 'db', 'astra', 'zoom']"
20641,20641,1gb diskgo secure enhanced for readyboost,audio video accessories,edge,edgdm-209544-pe,13.85,"{'title': '1gb diskgo secure enhanced for readyboost', 'category': 'audio video accessories', 'brand': 'edge', 'modelno': 'edgdm-209544-pe', 'price': 13.85}","['audio video accessories', 'computer components', 'car audio video', 'hard drive enclosures', 'usb flash drives']","['acp-ep memory', 'encore software', 'edge', 'computer memory solutions', 'cms']"
20647,20647,crucial memory - 2 gb - dimm 184-pin - ddr 109772,memory,crucial,109772,124.99,"{'title': 'crucial memory - 2 gb - dimm 184-pin - ddr 109772', 'category': 'memory', 'brand': 'crucial', 'modelno': '109772', 'price': 124.99}","['computers accessories', 'computer accessories', 'memory cards', 'computer components', 'memory']","['mushkin', 'crucial', 'computer memory solutions', 'edge', 'kingston']"
20668,20668,new-pioneer tsa4103 4 x 10 2-way speakers - piotsa4103,subwoofers,pioneer,,96.7,"{'title': 'new-pioneer tsa4103 4 x 10 2-way speakers - piotsa4103', 'category': 'subwoofers', 'brand': 'pioneer', 'price': 96.7}","['changers', 'shortwave', 'subwoofers', 'coaxial speakers', 'component subwoofers']","['tombow', 'pioneer', 'pioneer photo', 'pyle', 'tatco']"
20684,20684,new-cobra digital spy pen digital camera pen - cbdspypen,,cobra,,29.99,"{'title': 'new-cobra digital spy pen digital camera pen - cbdspypen', 'brand': 'cobra', 'price': 29.99}","['camera photo', 'hidden cameras', 'digital camera accessories', 'disposable cameras', 'digital cameras']","['neewer', 'cobra', 'digital innovations', 'cameta', 'bulletscan']"
20696,20696,midland xta102 action camera mount handlebar,memory card readers,midland,,32.3,"{'title': 'midland xta102 action camera mount handlebar', 'category': 'memory card readers', 'brand': 'midland', 'price': 32.3}","['badge holders', 'sports outdoor gps', 'memory card readers', 'handheld gps', 'cb radios']","['bush', 'national', 'midland', 'maxsa', 'sharp']"
20703,20703,medialink - wireless g usb adapter - 802.11 g - 54mbps - 2.4 ghz - windows 2000 xp vista 32-bit vista 64-bit windows 7 compatible,,mediabridge,mwn-usb54g,,"{'title': 'medialink - wireless g usb adapter - 802.11 g - 54mbps - 2.4 ghz - windows 2000 xp vista 32-bit vista 64-bit windows 7 compatible', 'brand': 'mediabridge', 'modelno': 'mwn-usb54g'}","['network cards', 'network adapters', 'usb network adapters', 'laptop network adapters', 'hardware']","['wireless extenders', 'medialink', 'laplink', 'mediabridge', 'multilink']"
20705,20705,mastervision platinum dry-erase enclosed board,audio video accessories,master,,656.29,"{'title': 'mastervision platinum dry-erase enclosed board', 'category': 'audio video accessories', 'brand': 'master', 'price': 656.29}","['electronic white boards', 'disc cleaners', 'audio video accessories', 'dry erase wet erase markers', 'laminators']","['encore', 'magna visual', 'deluxe', 'master', 'steelmaster by mmf industries']"
20710,20710,macally bookstand2g ipad 2 multipurpose microfiber leather protective cover gray,printer accessories,macally,,50.6,"{'title': 'macally bookstand2g ipad 2 multipurpose microfiber leather protective cover gray', 'category': 'printer accessories', 'brand': 'macally', 'price': 50.6}","['cases sleeves', 'printer staplers', 'printer accessories', 'ebook readers accessories', 'pda handheld accessories']","['saunders', 'cardinal', 'mace', 'handstands', 'macally']"
20717,20717,da-lite advance hardware kit a-109 - hard drive mounting kit,computer monitor mounts,da-lite,hardware kit a-109,,"{'title': 'da-lite advance hardware kit a-109 - hard drive mounting kit', 'category': 'computer monitor mounts', 'brand': 'da-lite', 'modelno': 'hardware kit a-109'}","['projector accessories', 'video projector accessories', 'projector mounts', 'computer monitor mounts', 'tv mounts']","['da-lite screen', 'draper', 'artistic', 'da-lite', 'creative']"
20725,20725,jvc has150sx light weight flat folding headphone silver,headphones,jvc,has150sx,12.95,"{'title': 'jvc has150sx light weight flat folding headphone silver', 'category': 'headphones', 'brand': 'jvc', 'modelno': 'has150sx', 'price': 12.95}","['headsets', 'headphones', 'earpads', 'home audio crossovers', 'wired headsets']","['midland', 'jvc', 'jwin', 'koss', 'audio-technica']"
20739,20739,hp laserjet 8100 fuser maintenance kit c3914-67901,printer accessories,hp,,,"{'title': 'hp laserjet 8100 fuser maintenance kit c3914-67901', 'category': 'printer accessories', 'brand': 'hp'}","['printer accessories', 'printer ink toner', 'cleaning repair', 'printer finishers', 'computer accessories']","['moon tech', 'hewlett packard office', 'tektronix', 'infoprint solutions', 'hp']"
20741,20741,hp c8554a color laserjet image cleaning kit,cleaning repair,hp,c8554a,39.11,"{'title': 'hp c8554a color laserjet image cleaning kit', 'category': 'cleaning repair', 'brand': 'hp', 'modelno': 'c8554a', 'price': 39.11}","['dlt cleaning cartridges', 'cleaning repair', 'cleaning kits', 'cleaners', 'printer ink toner']","['unknown', 'ocinkjet', 'hp', 'read right', 'hewlett packard office']"
20744,20744,honp3265rg2s - metro classic series right pedestal desk,computer accessories,hon,,364.25,"{'title': 'honp3265rg2s - metro classic series right pedestal desk', 'category': 'computer accessories', 'brand': 'hon', 'price': 364.25}","['pdas handhelds accessories', 'office electronics accessories', 'computer accessories', 'pda handheld accessories', 'printer accessories']","['hon', 'bi-silque visual communication product inc. .', 'pm company', 'swingline', 'impex system group inc']"
20766,20766,wintec filemate imagine series k1210 usb mini keyboard - blue lilac with white keys 3fmnk1210upu-r,keyboards,wintec,3fmnk1210upu-r,13.99,"{'title': 'wintec filemate imagine series k1210 usb mini keyboard - blue lilac with white keys 3fmnk1210upu-r', 'category': 'keyboards', 'brand': 'wintec', 'modelno': '3fmnk1210upu-r', 'price': 13.99}","['usb flash drives', 'keyboard drawers platforms', 'keyboards', 'typewriters', 'keyboard mouse combos']","['chester creek', 'wintec', 'kingwin', 'gear head', 'unknown']"
20768,20768,wintec filemate 2 gb class 2 microsd memory card,memory cards,wintec,3fmusdck2gb-r,10.99,"{'title': 'wintec filemate 2 gb class 2 microsd memory card', 'category': 'memory cards', 'brand': 'wintec', 'modelno': '3fmusdck2gb-r', 'price': 10.99}","['memory card adapters', 'memory cards', 'usb flash drives', 'blank media', 'optical drives']","['emtec', 'kingwin', 'wintec', 'kingston', 'sandisk']"
20775,20775,verbatim 93804 trimpak cd and dvd storage cases - 5 assorted colors 10-pack,disc jewel cases,verbatim,93804,5.12,"{'title': 'verbatim 93804 trimpak cd and dvd storage cases - 5 assorted colors 10-pack', 'category': 'disc jewel cases', 'brand': 'verbatim', 'modelno': '93804', 'price': 5.12}","['media storage organization', 'disc storage wallets', 'dvd cases', 'disc jewel cases', 'subwoofer boxes and enclosures']","['read right', 'memtek', 'dane-elec', 'mustek', 'verbatim']"
20805,20805,sharp electronics xldh259n 160w micro system with docking slot for ipod black,speaker systems,sharp,xldh259n,,"{'title': 'sharp electronics xldh259n 160w micro system with docking slot for ipod black', 'category': 'speaker systems', 'brand': 'sharp', 'modelno': 'xldh259n'}","['speaker systems', 'boomboxes', 'multiroom digital music systems', 'compact stereos', 'docking stations']","['sharp', 'sakar', 'micro innovations', 'gpx', 'creative']"
20834,20834,otterbox defender case for dell streak 7 del2-strk7-20-e4otr,cases sleeves,otterbox,del2-strk7-20-e4otr,46.0,"{'title': 'otterbox defender case for dell streak 7 del2-strk7-20-e4otr', 'category': 'cases sleeves', 'brand': 'otterbox', 'modelno': 'del2-strk7-20-e4otr', 'price': 46.0}","['covers skins', 'skins decals', 'cases sleeves', 'housings', 'cases']","['otterbox', 'defender', 'otter', '24/7 cases', 'case']"
20836,20836,olympus li-12b rechargeable lithium-ion battery for select stylus and c series digital cameras,camera batteries,olympus,200838,15.9,"{'title': 'olympus li-12b rechargeable lithium-ion battery for select stylus and c series digital cameras', 'category': 'camera batteries', 'brand': 'olympus', 'modelno': '200838', 'price': 15.9}","['digital camera accessories', 'batteries', 'adapters', 'camera batteries', 'camera photo']","['atp', 'olympus', 'ng', 'kingston', 'unknown']"
20840,20840,new-zax 87210 pro series component cable 10 m - 87210,cables interconnects,zax,,18.0,"{'title': 'new-zax 87210 pro series component cable 10 m - 87210', 'category': 'cables interconnects', 'brand': 'zax', 'price': 18.0}","['connectors adapters', 'computer accessories', 'computer components', 'cables interconnects', 'interconnect cables']","['accell', 'sharp', 'cables unlimited', 'zax', 'mpi']"
20857,20857,kodak w730s pulse 7-inch digital frame,digital picture frames,kodak,1338813,79.35,"{'title': 'kodak w730s pulse 7-inch digital frame', 'category': 'digital picture frames', 'brand': 'kodak', 'modelno': '1338813', 'price': 79.35}","['professional frames', 'point shoot digital cameras', 'netbooks', 'digital cameras', 'digital picture frames']","['kodak', 'microsoft', 'digital', 'creative', 'butterfly']"
20867,20867,garmin n vi 1200 noh 3.5-inch portable gps navigator lower 48,portable vehicle gps,garmin,010-n0783-40,,"{'title': 'garmin n vi 1200 noh 3.5-inch portable gps navigator lower 48', 'category': 'portable vehicle gps', 'brand': 'garmin', 'modelno': '010-n0783-40'}","['vehicle gps', 'portable vehicle gps', 'handheld gps', 'hiking gps units', 'geography']","['vistaquest', 'tomtom', 'garmin', 'navigator', 'magellan']"
20874,20874,coby 3 inch touchscreen video mp3 player 16 gb mp837-16gblk black,mp3 players,coby,mp837-16gblk,163.22,"{'title': 'coby 3 inch touchscreen video mp3 player 16 gb mp837-16gblk black', 'category': 'mp3 players', 'brand': 'coby', 'modelno': 'mp837-16gblk', 'price': 163.22}","['mp3 players', 'dvd players', 'boomboxes', 'electronics', 'basic']","['pe', 'coby', 'imation', 'rca', 'curtis']"
20875,20875,chief rpa elite series rpmb176 - mounting kit ceiling mount for projector - black,selector boxes,,rpmb176,183.2,"{'title': 'chief rpa elite series rpmb176 - mounting kit ceiling mount for projector - black', 'category': 'selector boxes', 'modelno': 'rpmb176', 'price': 183.2}","['projector accessories', 'monitor accessories', 'computer monitor mounts', 'video projector accessories', 'selector boxes']","['spartan', 'chief', 'elite', 'victory', 'jasco']"
20888,20888,targus sport backpack case designed for 15.4 inch notebooks tsb007us black with platinum accents,bags cases,targus,tsb007us,19.38,"{'title': 'targus sport backpack case designed for 15.4 inch notebooks tsb007us black with platinum accents', 'category': 'bags cases', 'brand': 'targus', 'modelno': 'tsb007us', 'price': 19.38}","['sleeves', 'cases sleeves', 'bundles', 'laptop netbook computer accessories', 'bags cases']","['merkury innovations', 'targus', 'sumdex', 'kroo', 'merkury']"
20913,20913,brother refill rolls for use in pc301 2-pieces pc302rf,inkjet printer ink,brother,404056,27.96,"{'title': 'brother refill rolls for use in pc301 2-pieces pc302rf', 'category': 'inkjet printer ink', 'brand': 'brother', 'modelno': '404056', 'price': 27.96}","['inkjet printer ink', 'c', 'laser printer toner', 'printer ink toner', 'machine rolls']","['ocinkjet', 'remanufactured cartridge', 'compatible', 'brother', 'unknown']"
20923,20923,battery-biz hi-capacity - camera battery li-ion 570 mah,,battery-biz,,24.9,"{'title': 'battery-biz hi-capacity - camera battery li-ion 570 mah', 'brand': 'battery-biz', 'price': 24.9}","['cases bags', 'batteries', 'camera batteries', 'digital camera accessories', 'adapters']","['accessory power', 'hi-capacity', 'battery-biz', 'amsahr', 'olympus']"
20929,20929,antec pro 80mm case fan with 3-pin and 4-pin connectors,case fans,antec,pro 80mm dbb,7.19,"{'title': 'antec pro 80mm case fan with 3-pin and 4-pin connectors', 'category': 'case fans', 'brand': 'antec', 'modelno': 'pro 80mm dbb', 'price': 7.19}","['cpu cooling fans', 'case fans', 'chargers adapters', 'power strips', 'cleaning repair']","['micro innovations', 'mustek', 'parts express', 'zalman', 'antec']"
20942,20942,crosley ck-1 record cleaning kit,cleaning repair,crosley,ck-1,32.78,"{'title': 'crosley ck-1 record cleaning kit', 'category': 'cleaning repair', 'brand': 'crosley', 'modelno': 'ck-1', 'price': 32.78}","['dlt cleaning cartridges', 'cleaners', 'disc repair kits', 'disc cleaners', 'cleaning repair']","['marks-a-lot', 'alco electronics', 'crosley', 'osd audio', 'magnavox']"
20948,20948,nb companion dlp proj sgva 100 lumens 0.9 lbs us,video projectors,hp,ax325ut #aba,284.99,"{'title': 'nb companion dlp proj sgva 100 lumens 0.9 lbs us', 'category': 'video projectors', 'brand': 'hp', 'modelno': 'ax325ut #aba', 'price': 284.99}","['laser pointers', 'video projectors', 'optical drives', 'overhead projectors', 'portable novelty tvs']","['infocus', 'hp', '3m', 'benq', 'acer']"
20956,20956,18 pack 6bk 4c 4m 4y ink for canon i560 bci-3e pixma ip3000 i550 i850 s400 s450 s500 s520 s530d s600 s630 s750 multipass f30 f50 f60 f80 mp700 mp730,inkjet printer ink,compatible,,13.64,"{'title': '18 pack 6bk 4c 4m 4y ink for canon i560 bci-3e pixma ip3000 i550 i850 s400 s450 s500 s520 s530d s600 s630 s750 multipass f30 f50 f60 f80 mp700 mp730', 'category': 'inkjet printer ink', 'brand': 'compatible', 'price': 13.64}","['printer ink toner', 'c', 'd', 'adapters', 'inkjet printer ink']","['remanufactured cartridge', 'ocinkjet', 'compatible', 'generic', 'unknown']"
20970,20970,new-cd dvd storage drawer holds 150 discs 6 7 10 x 12 case pack 1 - 515769,,innovera,,55.36,"{'title': 'new-cd dvd storage drawer holds 150 discs 6 7 10 x 12 case pack 1 - 515769', 'brand': 'innovera', 'price': 55.36}","['usb cables', 'bd-r discs', 'interconnect cables', 'power cables', 'cables interconnects']","['aleratec', 'accell', 'safco', 'innovera', '3dconnexion']"
20971,20971,new-buxton oc58785bk - zip-around cal-q folio croco cover calculator 3-ring pad pocket black - buxoc58785bk,computers accessories,buxton,,64.0,"{'title': 'new-buxton oc58785bk - zip-around cal-q folio croco cover calculator 3-ring pad pocket black - buxoc58785bk', 'category': 'computers accessories', 'brand': 'buxton', 'price': 64.0}","['computers accessories', 'electronics', 'covers', 'computer accessories', 'laptop netbook computer accessories']","['coby', 'norazza', 'butterfly', 'buxton', 'frisby']"
20985,20985,motorola mr356 2-way camo frs gmrs radio camo,gmrs-frs two-way radios,motorola,mr356r,69.96,"{'title': 'motorola mr356 2-way camo frs gmrs radio camo', 'category': 'gmrs-frs two-way radios', 'brand': 'motorola', 'modelno': 'mr356r', 'price': 69.96}","['two-way radios accessories', 'gmrs-frs two-way radios', 'car audio video', 'modems', 'frs two-way radios']","['motorola', 'blackberry', 'rca', 'plantronics', 'zoom']"
21000,21000,lexar media single-slot usb 2.0 multi-card reader model rw023-001,memory card readers,lexar,rw023-001,2.88,"{'title': 'lexar media single-slot usb 2.0 multi-card reader model rw023-001', 'category': 'memory card readers', 'brand': 'lexar', 'modelno': 'rw023-001', 'price': 2.88}","['computer accessories', 'memory card readers', 'hard drive enclosures', 'memory card adapters', 'computer components']","['sharp', 'sonnet technologies', 'lexar', 'zax', 'sandisk']"
21002,21002,lens cleaning brush pen for camera lens viewfinder,remote controls,siig,ac-cn0512-s1,9.32,"{'title': 'lens cleaning brush pen for camera lens viewfinder', 'category': 'remote controls', 'brand': 'siig', 'modelno': 'ac-cn0512-s1', 'price': 9.32}","['remote controls', 's-video cables', 'keyboards mice input devices', 'camera photo', 'skins']","['pilot', 'sakar', 'samsung', 'arkon', 'siig']"
21003,21003,laptop case without foam 14.7 x 20 x 5.8 color black,bags cases,pelican,,114.95,"{'title': 'laptop case without foam 14.7 x 20 x 5.8 color black', 'category': 'bags cases', 'brand': 'pelican', 'price': 114.95}","['cooling pads', 'laptop netbook computer accessories', 'bags cases', 'lap desks', 'media storage organization']","['dicota', 'goodhope bags', 'cocoon', 'pelican', 'platt']"
21014,21014,interlink electronics remotepoint global presenter - remote control vp4360,computers accessories,,vp4360,146.58,"{'title': 'interlink electronics remotepoint global presenter - remote control vp4360', 'category': 'computers accessories', 'modelno': 'vp4360', 'price': 146.58}","['cables interconnects', 'networking products', 'presentation remotes', 'computers accessories', 'electronics']","['interlink', 'airlink', 'laplink', 'multilink', 'iblink']"
21023,21023,hp photo value pack custom 57 series,inkjet printer ink,hp,q7926an # 140,22.49,"{'title': 'hp photo value pack custom 57 series', 'category': 'inkjet printer ink', 'brand': 'hp', 'modelno': 'q7926an # 140', 'price': 22.49}","['inkjet printers', 'inkjet printer ink', 'laser printer toner', 'computer accessories', 'printer photoconductors']","['epson', 'ocinkjet', 'lexmark', 'hewlett packard office', 'hp']"
21043,21043,ergotron workfit-s 33-342-200 single ld sit-stand workstation - steel plastic aluminum - black,monitor accessories,ergotron,33-342-200,371.93,"{'title': 'ergotron workfit-s 33-342-200 single ld sit-stand workstation - steel plastic aluminum - black', 'category': 'monitor accessories', 'brand': 'ergotron', 'modelno': '33-342-200', 'price': 371.93}","['wrist rests', 'monitor arms stands', 'accessories supplies', 'monitor accessories', 'computer monitor mounts']","['peerless', 'ergotron', 'handstands', 'endust', 'balt']"
21045,21045,epson s187093 black ink cartridge,inkjet printer ink,epson,s187093,21.33,"{'title': 'epson s187093 black ink cartridge', 'category': 'inkjet printer ink', 'brand': 'epson', 'modelno': 's187093', 'price': 21.33}","['inkjet printers', 'inkjet printer ink', 'computers accessories', 'graphics cards', 'printer ink toner']","['ocinkjet', 'shopforbattery', 'lexmark', 'epson', 'compatible']"
21050,21050,edge proshot - flash memory card microsdhc to sd adapter included - 4 gb - class 4 - microsdhc,computer components,,edgdm-227968-pe,6.54,"{'title': 'edge proshot - flash memory card microsdhc to sd adapter included - 4 gb - class 4 - microsdhc', 'category': 'computer components', 'modelno': 'edgdm-227968-pe', 'price': 6.54}","['hard drive enclosures', 'hubs', 'memory card readers', 'memory cards', 'computer components']","['edge', 'sharp', 'm-edge', 'pinnacle', 'pinnacle systems']"
21067,21067,trolley case lg cmptmnt 15x7-1 2x13 retracting handle bk,bags cases,compucessory,,29.99,"{'title': 'trolley case lg cmptmnt 15x7-1 2x13 retracting handle bk', 'category': 'bags cases', 'brand': 'compucessory', 'price': 29.99}","['bags cases', 'cubicle hooks', 'cloths', 'bundles', 'projector bags cases']","['kroo', 'compucessory', 'goodhope bags', 'ppnbb', 'dicota']"
21071,21071,tp-link tl-ant24sp surge protector,surge protectors,tp-link,tl-ant24sp,15.99,"{'title': 'tp-link tl-ant24sp surge protector', 'category': 'surge protectors', 'brand': 'tp-link', 'modelno': 'tl-ant24sp', 'price': 15.99}","['usb network adapters', 'switches', 'surge protectors', 'networking products', 'network systems']","['lantronix', 'tp-link', 'tp link', 'thecus', 'netgear']"
21077,21077,sterlingtek s powwer sony bcvw1 charger,battery chargers,sterlingtek,,14.99,"{'title': 'sterlingtek s powwer sony bcvw1 charger', 'category': 'battery chargers', 'brand': 'sterlingtek', 'price': 14.99}","['chargers', 'battery chargers', 'camera batteries', 'batteries chargers', 'batteries chargers accessories']","['sharp', 'neewer', 'pinpoint', 'cblwhl', 'sterlingtek']"
21103,21103,plantronics carry case for voyager pro bluetooth headset black,bluetooth headsets,plantronics,plantronics voyager pro carry case,8.04,"{'title': 'plantronics carry case for voyager pro bluetooth headset black', 'category': 'bluetooth headsets', 'brand': 'plantronics', 'modelno': 'plantronics voyager pro carry case', 'price': 8.04}","['headsets', 'cases', 'wired headsets', 'voip', 'bluetooth headsets']","['case', 'jabra', 'nokia', 'case-mate', 'plantronics']"
21107,21107,peerless electrical cord wrap for flat panel carts acc320,accessories supplies,peerless,acc320,52.21,"{'title': 'peerless electrical cord wrap for flat panel carts acc320', 'category': 'accessories supplies', 'brand': 'peerless', 'modelno': 'acc320', 'price': 52.21}","['cords', 'wire management', 'monitor accessories', 'power strips', 'accessories supplies']","['peerless', 'luxmo', 'wrapsol', 'cables unlimited', 'cblwhl']"
21135,21135,garmin n vi 1450t 5-inch portable gps navigator,portable vehicle gps,garmin,1450t with lifetime traffic,165.17,"{'title': 'garmin n vi 1450t 5-inch portable gps navigator', 'category': 'portable vehicle gps', 'brand': 'garmin', 'modelno': '1450t with lifetime traffic', 'price': 165.17}","['portable vehicle gps', 'geography', 'hiking gps units', 'vehicle gps', 'handheld gps']","['tomtom', 'vistaquest', 'navigator', 'garmin', 'zoom']"
21157,21157,nuo tech kailo chic slim sleeve-hexagon - pattern black white hexagons,bags cases,navarre,101023,25.19,"{'title': 'nuo tech kailo chic slim sleeve-hexagon - pattern black white hexagons', 'category': 'bags cases', 'brand': 'navarre', 'modelno': '101023', 'price': 25.19}","['media storage organization', 'laptop netbook computer accessories', 'sleeves', 'armbands', 'bags cases']","['navarre', 'kroo', 'sakar', 'viore', 'alvin and co. .']"
21159,21159,strip ct-e17 outlet electrical outlet,power strips,da-lite,5097,92.9,"{'title': 'strip ct-e17 outlet electrical outlet', 'category': 'power strips', 'brand': 'da-lite', 'modelno': '5097', 'price': 92.9}","['power strips', 'electrical', 'home audio theater', 'outlets', 'projection screens']","['da-lite screen', 'cta', 'parts express', 'eaton', 'da-lite']"
21162,21162,sierra from swiss gear by wenger single gusset computer bag,bags cases,wenger,ga-7421-14f00,49.99,"{'title': 'sierra from swiss gear by wenger single gusset computer bag', 'category': 'bags cases', 'brand': 'wenger', 'modelno': 'ga-7421-14f00', 'price': 49.99}","['armbands', 'cases bags', 'bags cases', 'housings', 'laptop netbook computer accessories']","['dicota', 'wenger swissgear', 'swiss gear', 'case logic', 'wenger']"
21164,21164,sanyo vpc-cg20 high definition camcorder 10 mp camera black,camcorders,sanyo,vpc-cg20,154.99,"{'title': 'sanyo vpc-cg20 high definition camcorder 10 mp camera black', 'category': 'camcorders', 'brand': 'sanyo', 'modelno': 'vpc-cg20', 'price': 154.99}","['camcorders', 'tvs', 'televisions video', 'televisions', 'camera photo']","['nec', 'vivitar', 'sanyo', 'vistaquest', 'hitachi']"
