,id,title,category,brand,modelno,price,query,category_predict,brand_predict
1051,1092,ocz technology vertex 2 60gb 2.5 sata ii solid state drive,hard drives,ocz technologies,oczssd22vtxe60g,119.98,"{'title': 'ocz technology vertex 2 60gb 2.5 sata ii solid state drive', 'category': 'hard drives', 'brand': 'ocz technologies', 'modelno': 'oczssd22vtxe60g', 'price': 119.98}","['desktop computers', 'hard drives', 'memory', 'computers', 'usb drives']","['crucial technology', 'edge tech', 'sylvania', 'ocz technologies', 'vaultz']"
1322,1381,kodak hard case kodak small grippable tripod and kodak 8gb sd memory card value bundle,camera and camcorder accessories,kodak,,30.0,"{'title': 'kodak hard case kodak small grippable tripod and kodak 8gb sd memory card value bundle', 'category': 'camera and camcorder accessories', 'brand': 'kodak', 'price': 30.0}","['camera and camcorder accessories', 'digital cameras', 'film cameras', 'camcorders', 'usb drives']","['polaroid', 'digipower', 'kodak', 'sony', 'nikon']"
566,582,ihome wireless optical mouse black,,ihome,ih-m821wb,25.56,"{'title': 'ihome wireless optical mouse black', 'brand': 'ihome', 'modelno': 'ih-m821wb', 'price': 25.56}","['electronics - general', 'software', 'monitors', 'computers', 'mice']","['razer', 'wincraft', 'officemate', 'logitech', 'microsoft']"
1319,1378,inland 3.5 sata usb 2.0 hard drive enclosure,,inland,08419,20.52,"{'title': 'inland 3.5 sata usb 2.0 hard drive enclosure', 'brand': 'inland', 'modelno': '08419', 'price': 20.52}","['hard drives', 'storage', 'electronics - general', 'automotive - general', 'furniture']","['vantec', 'thermaltake', 'general tools', 'da-lite', 'roocase']"
1110,1157,samsung dvd-c500 up-convert dvd player,dvd players,samsung,dvd-c500,59.99,"{'title': 'samsung dvd-c500 up-convert dvd player', 'category': 'dvd players', 'brand': 'samsung', 'modelno': 'dvd-c500', 'price': 59.99}","['home theater', 'satellite radio', 'television', 'dvd players', 'electronics : flat panel tv']","['samsung', 'sakar', 'lg', 'magnavox', 'arkon']"
410,422,sabrent 3.5 usb 3.0 sata hdd enclosure,electronics - general,sabrent,ec-35uk,26.88,"{'title': 'sabrent 3.5 usb 3.0 sata hdd enclosure', 'category': 'electronics - general', 'brand': 'sabrent', 'modelno': 'ec-35uk', 'price': 26.88}","['electronics - general', 'networking', 'computers', 'usb drives', 'automotive - general']","['vantec', 'wintec', 'roocase', 'svat electronics', 'sabrent']"
2208,2339,motorola atrix navigation dock with vpa,electronics - general,motorola,89456n,59.98,"{'title': 'motorola atrix navigation dock with vpa', 'category': 'electronics - general', 'brand': 'motorola', 'modelno': '89456n', 'price': 59.98}","['laptop computers', 'phones', 'electronics - general', 'post-paid cellphones', 'prepaid wireless phones']","['at t', 'motorola', 'dell', 'asus', 'lenovo']"
684,707,lg 42 ultra - slim 42lv5500,electronics : flat panel tv,lg,42lv5500,879.0,"{'title': 'lg 42 ultra - slim 42lv5500', 'category': 'electronics : flat panel tv', 'brand': 'lg', 'modelno': '42lv5500', 'price': 879.0}","['home theater', 'satellite radio', 'television', 'electronics : flat panel tv', 'tv accessories']","['samsung', 'lg', 'vizio', 'kenwood', 'lenovo']"
417,429,western digital 2tb my book studio edition ii external hard drive,computers,western digital,wdh2q20000n,199.0,"{'title': 'western digital 2tb my book studio edition ii external hard drive', 'category': 'computers', 'brand': 'western digital', 'modelno': 'wdh2q20000n', 'price': 199.0}","['software', 'computers', 'television', 'stationery & office machinery', 'hard drives']","['microsoft', 'western digital', 'apc', 'oxford', 'apple']"
904,941,logitech hd 720p webcam c310,electronics - general,logitech,960-000585,48.88,"{'title': 'logitech hd 720p webcam c310', 'category': 'electronics - general', 'brand': 'logitech', 'modelno': '960-000585', 'price': 48.88}","['mice', 'networking', 'phones', 'electronics - general', 'computers']","['general electric', 'wireless gear', 'razer', 'logitech', 'cyber acoustics']"
1735,1862,sony zx series stereo headphones white,electronics - general,sony,mdrzx100/whi,24.88,"{'title': 'sony zx series stereo headphones white', 'category': 'electronics - general', 'brand': 'sony', 'modelno': 'mdrzx100/whi', 'price': 24.88}","['digital cameras', 'toys - general', 'electronics - general', 'photography - general', 'mp3 accessories']","['xfx', 'sennheiser', 'zax', 'sony', 'jawbone']"
2087,2217,brother tzb41 p-touch tz,stationery & office machinery,brother,tzb41,24.88,"{'title': 'brother tzb41 p-touch tz', 'category': 'stationery & office machinery', 'brand': 'brother', 'modelno': 'tzb41', 'price': 24.88}","['furniture', 'home care', 'printers', 'stationery & office machinery', 'computers']","['paper mate', 'officemate', 'simplism', 'brother', 'generic']"
2117,2247,safco 3-way red aluminum convertible hand truck cart,hand tools,safco products,4074,579.97,"{'title': 'safco 3-way red aluminum convertible hand truck cart', 'category': 'hand tools', 'brand': 'safco products', 'modelno': '4074', 'price': 579.97}","['garden - general', 'automotive - general', 'walkie-talkie/frs', 'soi items - grocery hba pets', 'hand tools']","['national products ltd.', 's j paper', 'iosafe', 'safco products', 'skb cases']"
675,697,pentel ez 2 automatic pencil hb 0.70 mm 5 black and 5 blue barrels 10 pack,stationery & office machinery,,ax17bp10k6,5.69,"{'title': 'pentel ez 2 automatic pencil hb 0.70 mm 5 black and 5 blue barrels 10 pack', 'category': 'stationery & office machinery', 'modelno': 'ax17bp10k6', 'price': 5.69}","['monitors', 'mp3 accessories', 'stationery & office machinery', 'furniture', 'portable audio']","['post-it', 'crown', 'penpower', 'pentel', 'simplism']"
1980,2110,rubbermaid commercial slim jim gray confidential document retrofit lid kit,storage,rubbermaid commercial,9w16gy,52.97,"{'title': 'rubbermaid commercial slim jim gray confidential document retrofit lid kit', 'category': 'storage', 'brand': 'rubbermaid commercial', 'modelno': '9w16gy', 'price': 52.97}","['home care', 'storage', 'beverages', 'garden - general', 'soi items - grocery hba pets']","['national products ltd.', 'rubbermaid', 'generic', 'rubbermaid commercial', 'limited luxury']"
2083,2213,clarion 3.5 mm stereo mini-jack to rca extension cable 40,car stereos,clarion,ccaaux,29.99,"{'title': 'clarion 3.5 mm stereo mini-jack to rca extension cable 40', 'category': 'car stereos', 'brand': 'clarion', 'modelno': 'ccaaux', 'price': 29.99}","['car stereos', 'gps', 'handheld gps', 'automotive - general', 'walkie-talkie/frs']","['scosche', 'clarion', 'simplism', 'pioneer', 'tomtom']"
217,219,microsoft wireless mobile mouse 4000 sgkomen pink,mice,microsoft,d5d-00052,20.0,"{'title': 'microsoft wireless mobile mouse 4000 sgkomen pink', 'category': 'mice', 'brand': 'microsoft', 'modelno': 'd5d-00052', 'price': 20.0}","['computers', 'mice', 'desktop computers', 'software', 'memory']","['razer', 'microsoft', 'bluelounge', 'wincraft', 'msi']"
1145,1194,hp 75 tri-color inkjet cartridge cb337wn,printers,hp,hp cb337wn140,19.47,"{'title': 'hp 75 tri-color inkjet cartridge cb337wn', 'category': 'printers', 'brand': 'hp', 'modelno': 'hp cb337wn140', 'price': 19.47}","['computers', 'desktop computers', 'printers', 'monitors', 'stationery & office machinery']","['xerox', 'lexmark', 'sharpie', 'hp', 'pny']"
459,472,targus truss case for ipad black blue,mp3 accessories,targus,thz06103us,69.88,"{'title': 'targus truss case for ipad black blue', 'category': 'mp3 accessories', 'brand': 'targus', 'modelno': 'thz06103us', 'price': 69.88}","['mp3 accessories', 'accessories apparel', 'portable audio', 'furniture', 'mp3']","['topics ent', 'targus', 'terk', 'writeright', 'simplism']"
616,633,trademark global bright 7 led motion sensor entry light,garden - general,trademark global,82-5293,23.99,"{'title': 'trademark global bright 7 led motion sensor entry light', 'category': 'garden - general', 'brand': 'trademark global', 'modelno': '82-5293', 'price': 23.99}","['stationery & office machinery', 'accessories apparel', 'rugs', 'garden - general', 'furniture']","['national products ltd.', 'generic', 'global marketing', 'writeright', 'trademark global']"
1832,1962,startech 1 slim 3.5 mm to right angle stereo audio cable m m,electronics - general,startech,mu1mmsra,7.88,"{'title': 'startech 1 slim 3.5 mm to right angle stereo audio cable m m', 'category': 'electronics - general', 'brand': 'startech', 'modelno': 'mu1mmsra', 'price': 7.88}","['networking', 'printers', 'automotive - general', 'photography - general', 'electronics - general']","['da-lite', 'roocase', 'vtech', 'startech', 'endust']"
1744,1872,apc home office surgearrest 8 outlet with phone splitter protection 120v,computers,,p8t3,22.0,"{'title': 'apc home office surgearrest 8 outlet with phone splitter protection 120v', 'category': 'computers', 'modelno': 'p8t3', 'price': 22.0}","['computers', 'monitors', 'memory', 'desktop computers', 'laptop computers']","['compaq', 'pny', 'acer', 'apc', 'post-it']"
318,320,st. louis cardinals ipod touch 4g hard case,electronics - general,tribeca,fva4549,29.99,"{'title': 'st. louis cardinals ipod touch 4g hard case', 'category': 'electronics - general', 'brand': 'tribeca', 'modelno': 'fva4549', 'price': 29.99}","['accessories apparel', 'mice', 'electronics - general', 'furniture', 'handbags']","['tribeca', 'team pro mark', 'general electric', 'philips', 'sylvania']"
458,471,hello kitty super karaoke with camera,toys - games,,68109,103.35,"{'title': 'hello kitty super karaoke with camera', 'category': 'toys - games', 'modelno': '68109', 'price': 103.35}","['dvd players', 'toys - general', 'mp3', 'toys - games', 'toys - learning systems']","['sanyo', 'topics ent', 'speck', 'scosche', 'sakar']"
1273,1329,draper high contrast grey signature series e electric screen - av format 7 x 9,electronics - general,draper,111534,2332.95,"{'title': 'draper high contrast grey signature series e electric screen - av format 7 x 9', 'category': 'electronics - general', 'brand': 'draper', 'modelno': '111534', 'price': 2332.95}","['computers', 'monitors', 'electronics - general', 'television', 'automotive - general']","['victor', 'draper', 'philips', 'da-lite', 'generic']"
116,117,v7 10 cat6 snagless molded network patch cable gray,electronics - general,v7,v7n2c6-10f-grys,5.88,"{'title': 'v7 10 cat6 snagless molded network patch cable gray', 'category': 'electronics - general', 'brand': 'v7', 'modelno': 'v7n2c6-10f-grys', 'price': 5.88}","['memory', 'monitors', 'automotive - general', 'television', 'electronics - general']","['v7', 'viewsonic', 'rayovac', 'vantec', 'vtech']"
723,748,edge tech 2gb premium compact flash card,usb drives,edge tech,pe194529,14.88,"{'title': 'edge tech 2gb premium compact flash card', 'category': 'usb drives', 'brand': 'edge tech', 'modelno': 'pe194529', 'price': 14.88}","['memory', 'mp3 accessories', 'networking', 'hard drives', 'usb drives']","['edge', 'ep memory', 'edge tech', 'bits limited', 'mobile edge']"
