,ltable_id,rtable_id,label,l_entity,r_entity
5588,7786,6169,0,"{'/mpn': '[w20072x7]', 'brand': '""Cartier""', 'category': 'Jewelry', 'Gender': 'Mens', 'Case Material': 'Stainless Steel & Gold', 'Dial Color': 'White', 'Bracelet': 'Brown Leather', 'Clasp': 'Deployant Clasp', 'Movement': 'Automatic', 'Bezel': 'Fixed', 'Crystal': 'Scratch Resistant Sapphire', 'Case Back': 'Solid', 'Water Resistant': '30m/100ft', 'Case Diameter': '38mm x 38mm', 'Case Thickness': '10.5mm', 'Item #': 'W20072X7', 'MSRP': '$7,900.00', 'Brand': 'Cartier', 'price': '""$"", ""$7,110.00""', 'description': '  ""Cartier Santos 100 Watch W20072X7"" ""Shop Cartier WSSA0006 Watches | Northeastern Fine Jewelry""  ""', 'title': '  ""Cartier Santos 100 Watch W20072X7"" ""Shop Cartier WSSA0006 Watches | Northeastern Fine Jewelry""  ""', 'sku': {'title': '  ""Cartier Santos 100 Watch W20072X7"" ""Shop Cartier WSSA0006 Watches | Northeastern Fine Jewelry""  ""', 'sku': ""['w20072x7']""}}","{'title': 'Cartier', 'brand': 'Cartier', 'color': '', 'gender': ""Men's"", 'sku': 'W62041V3', 'diameter': '', 'description': '  ""Cartier"", ""CartierCartier Roadster Series Men\'s Watch W62041V3""  ""See a beautiful diamond watch o'}"
5589,6915,3982,1,"{'/sku': '[4232aw5901aer]', '/mpn': '[aw5901aer]', '/gtin13': '[4971850881070]', 'brand': '""Casio""@es', 'category': 'Jewelry', 'Tipo:': 'Reloj deportivo', 'grupo objetivo:': 'Hombres', 'Diametro:': '52 mm', 'grosor:': '15 mm', 'Forma:': 'Redondo', 'Color de la carcasa:': 'Negro', 'cristal:': 'Cristal mineral', 'Material:': 'Acero inoxidable', 'description': '  "" Casio Men\'s G-Shock Alarm Chronograph Watch""@en ""Men\'s Watch (AW-590-1AER) - WATCH SHOP.com™""@en', 'title': '  "" Casio Men\'s G-Shock Alarm Chronograph Watch""@en ""Men\'s Watch (AW-590-1AER) - WATCH SHOP.com™""@en', 'sku': {'title': '  "" Casio Men\'s G-Shock Alarm Chronograph Watch""@en ""Men\'s Watch (AW-590-1AER) - WATCH SHOP.com™""@en', 'sku': ""['aw5901aer']""}}","{'title': '', 'brand': '', 'color': '', 'gender': '', 'sku': '', 'diameter': '', 'description': '  ""Herren Casio G-Shock Wecker Chronograf Uhr AW-590-1AER""@de'}"
5591,5592,5329,1,"{'/sku': '[4232aw5901aer]', '/mpn': '[aw5901aer]', '/gtin13': '[4971850881070]', 'brand': 'Casio', 'category': 'Jewelry', 'Tipo:': 'Reloj deportivo', 'grupo objetivo:': 'Hombres', 'Diametro:': '52 mm', 'grosor:': '15 mm', 'Forma:': 'Redondo', 'Color de la carcasa:': 'Negro', 'cristal:': 'Cristal mineral', 'Material:': 'Acero inoxidable', 'description': '  ""Casio G-Shock AW-590-1AER""@en AW-590-1AER - Casio Watches""@en  ""This addition to the G-Shock rang', 'title': 'Casio G-Shock AW-590-1AER', 'color': '', 'gender': '', 'sku': 'AW-590-1AER', 'diameter': ''}","{'title': '', 'brand': '', 'color': '', 'gender': '', 'sku': '', 'diameter': '', 'description': '  ""Herren Casio G-Shock Wecker Chronograf Uhr AW-590-1AER""@de'}"
5592,4364,7787,1,"{'/sku': '[4232aw5901aer]', '/mpn': '[aw5901aer]', '/gtin13': '[4971850881070]', 'brand': '""Casio""@es', 'category': 'Jewelry', 'Tipo:': 'Reloj deportivo', 'grupo objetivo:': 'Hombres', 'Diametro:': '52 mm', 'grosor:': '15 mm', 'Forma:': 'Redondo', 'Color de la carcasa:': 'Negro', 'cristal:': 'Cristal mineral', 'Material:': 'Acero inoxidable', 'description': '  "" Casio Men\'s G-Shock Alarm Chronograph Watch""@en ""Men\'s Watch (AW-590-1AER) - WATCH SHOP.com™""@en', 'title': '  "" Casio Men\'s G-Shock Alarm Chronograph Watch""@en ""Men\'s Watch (AW-590-1AER) - WATCH SHOP.com™""@en', 'sku': {'title': '  "" Casio Men\'s G-Shock Alarm Chronograph Watch""@en ""Men\'s Watch (AW-590-1AER) - WATCH SHOP.com™""@en', 'sku': ""['aw5901aer']""}}","{'title': '  ""G-Shock Speed Shifter Herrenuhr""@de ""Casio G-Shock Herrenuhr AW-590-1AER nur 95 00 €""@de  "" Artik', 'sku': {'title': '  ""G-Shock Speed Shifter Herrenuhr""@de ""Casio G-Shock Herrenuhr AW-590-1AER nur 95 00 €""@de  "" Artik', 'sku': ""['4232aw5901aer', 'aw5901aer']""}, 'description': '  ""G-Shock Speed Shifter Herrenuhr""@de ""Casio G-Shock Herrenuhr AW-590-1AER nur 95 00 €""@de  "" Artik'}"
5593,4364,2066,1,"{'/sku': '[4232aw5901aer]', '/mpn': '[aw5901aer]', '/gtin13': '[4971850881070]', 'brand': '""Casio""@es', 'category': 'Jewelry', 'Tipo:': 'Reloj deportivo', 'grupo objetivo:': 'Hombres', 'Diametro:': '52 mm', 'grosor:': '15 mm', 'Forma:': 'Redondo', 'Color de la carcasa:': 'Negro', 'cristal:': 'Cristal mineral', 'Material:': 'Acero inoxidable', 'description': '  "" Casio Men\'s G-Shock Alarm Chronograph Watch""@en ""Men\'s Watch (AW-590-1AER) - WATCH SHOP.com™""@en', 'title': '  "" Casio Men\'s G-Shock Alarm Chronograph Watch""@en ""Men\'s Watch (AW-590-1AER) - WATCH SHOP.com™""@en', 'sku': {'title': '  "" Casio Men\'s G-Shock Alarm Chronograph Watch""@en ""Men\'s Watch (AW-590-1AER) - WATCH SHOP.com™""@en', 'sku': ""['aw5901aer']""}}","{'title': 'Casio G-Shock AW-590-1AER', 'brand': 'Casio', 'color': '', 'gender': '', 'sku': 'AW-590-1AER', 'diameter': '', 'description': '  ""Casio G-Shock AW-590-1AER""@en AW-590-1AER - Casio Watches""@en  ""This addition to the G-Shock rang'}"
5594,2019,8086,0,"{'/sku': '[4232aw5901aer]', '/mpn': '[aw5901aer]', '/gtin13': '[4971850881070]', 'brand': '""Casio""@es', 'category': 'Jewelry', 'Tipo:': 'Reloj deportivo', 'grupo objetivo:': 'Hombres', 'Diametro:': '52 mm', 'grosor:': '15 mm', 'Forma:': 'Redondo', 'Color de la carcasa:': 'Negro', 'cristal:': 'Cristal mineral', 'Material:': 'Acero inoxidable', 'description': '  "" Casio Men\'s G-Shock Alarm Chronograph Watch""@en ""Men\'s Watch (AW-590-1AER) - WATCH SHOP.com™""@en', 'title': '  "" Casio Men\'s G-Shock Alarm Chronograph Watch""@en ""Men\'s Watch (AW-590-1AER) - WATCH SHOP.com™""@en', 'sku': {'title': '  "" Casio Men\'s G-Shock Alarm Chronograph Watch""@en ""Men\'s Watch (AW-590-1AER) - WATCH SHOP.com™""@en', 'sku': ""['aw5901aer']""}}","{'title': 'Reloj digital para hombre', 'brand': 'Casio', 'color': '', 'gender': 'hombre', 'sku': 'G-9300-1ER', 'diameter': '', 'description': '  ""Reloj digital para hombre""@es ""Casio Reloj hombre G-9300-1ER nur 199 00 €""@es'}"
5596,5592,3923,0,"{'/sku': '[4232aw5901aer]', '/mpn': '[aw5901aer]', '/gtin13': '[4971850881070]', 'brand': 'Casio', 'category': 'Jewelry', 'Tipo:': 'Reloj deportivo', 'grupo objetivo:': 'Hombres', 'Diametro:': '52 mm', 'grosor:': '15 mm', 'Forma:': 'Redondo', 'Color de la carcasa:': 'Negro', 'cristal:': 'Cristal mineral', 'Material:': 'Acero inoxidable', 'description': '  ""Casio G-Shock AW-590-1AER""@en AW-590-1AER - Casio Watches""@en  ""This addition to the G-Shock rang', 'title': 'Casio G-Shock AW-590-1AER', 'color': '', 'gender': '', 'sku': 'AW-590-1AER', 'diameter': ''}","{'title': 'Reloj digital para hombre', 'brand': 'Casio', 'color': '', 'gender': 'hombre', 'sku': 'G-9300-1ER', 'diameter': '', 'description': '  ""Reloj digital para hombre""@es ""Casio Reloj hombre G-9300-1ER nur 199 00 €""@es'}"
5604,5411,6372,1,"{'/mpn': '[ss020674000]', '/gtin13': '[6417084182692]', 'category': 'Jewelry', 'Intervalle RR': 'oui', 'Fréquence cardiaque en battements par minute': 'oui', 'Fréquence cardiaque en % de fréquence maxi.': 'oui', 'Fréquence cardiaque en temps réel, moyenne et maxi.': 'oui', 'Limites de fréquence cardiaque': 'oui', 'Zones de fréquence cardiaque*': 'oui', 'Valeurs EPOC et VO2max *': 'oui', 'Graphique de fréquence cardiaque en temps réel': 'oui', 'Calories': 'oui', ""Pic d'effet d'entraînement"": 'oui', 'Temps de récupération': 'oui', 'EPOC en temps réel': 'oui', ""Fréquence d'enregistrement du journal"": '1, 10 s', 'Enregistre la fréquence cardiaque pendant la natation': 'oui, avec Suunto Smart Sensor', 'price': '""339""@fr, ""EUR""@fr', 'description': '  ""SUUNTO AMBIT 3 PEAK BLACK HR""@fr HR - GPS RANDONNÉE Suunto couleur Noir SS020674000 Anima Sportiv', 'title': '  ""SUUNTO AMBIT 3 PEAK BLACK HR""@fr HR - GPS RANDONNÉE Suunto couleur Noir SS020674000 Anima Sportiv', 'sku': {'title': '  ""SUUNTO AMBIT 3 PEAK BLACK HR""@fr HR - GPS RANDONNÉE Suunto couleur Noir SS020674000 Anima Sportiv', 'sku': ""['ss020674000']""}}","{'title': '  ""SUUNTO AMBIT 3 PEAK BLACK HR""@it HR - GPS TREKKING Suunto Nero SS020674000 Articoli sportivi e ab', 'sku': {'title': '  ""SUUNTO AMBIT 3 PEAK BLACK HR""@it HR - GPS TREKKING Suunto Nero SS020674000 Articoli sportivi e ab', 'sku': ""['ss020674000']""}, 'description': '  ""SUUNTO AMBIT 3 PEAK BLACK HR""@it HR - GPS TREKKING Suunto Nero SS020674000 Articoli sportivi e ab'}"
5605,1824,7189,1,"{'/mpn': '[ss020674000]', '/gtin13': '[6417084182692]', 'category': 'Jewelry', 'Intervalle RR': 'oui', 'Fréquence cardiaque en battements par minute': 'oui', 'Fréquence cardiaque en % de fréquence maxi.': 'oui', 'Fréquence cardiaque en temps réel, moyenne et maxi.': 'oui', 'Limites de fréquence cardiaque': 'oui', 'Zones de fréquence cardiaque*': 'oui', 'Valeurs EPOC et VO2max *': 'oui', 'Graphique de fréquence cardiaque en temps réel': 'oui', 'Calories': 'oui', ""Pic d'effet d'entraînement"": 'oui', 'Temps de récupération': 'oui', 'EPOC en temps réel': 'oui', ""Fréquence d'enregistrement du journal"": '1, 10 s', 'Enregistre la fréquence cardiaque pendant la natation': 'oui, avec Suunto Smart Sensor', 'price': '""339""@fr, ""EUR""@fr', 'description': '  ""Suunto Ambit 3 Peak Black HR Outdoor Multi-Sports GPS Watch SS020674000 ""@en | Dutyfreeislandshop', 'title': 'Suunto Ambit 3 Peak Black HR Outdoor Multi-Sports GPS Watch', 'brand': 'Suunto', 'color': 'Black', 'gender': 'Unisex', 'sku': 'SS020674000', 'diameter': ''}","{'title': ""Suunto Men's Ambit 3 Peak HR Bluetooth GPS Chronograph Watch"", 'brand': 'Suunto', 'color': 'black', 'gender': ""Men's"", 'sku': 'SS020674000', 'diameter': '', 'description': '  "" Suunto Men\'s Ambit 3 Peak HR Bluetooth GPS Chronograph Watch""@en ""Men\'s Watch (SS020674000) - WA'}"
5606,5411,2040,1,"{'/mpn': '[ss020674000]', '/gtin13': '[6417084182692]', 'category': 'Jewelry', 'Intervalle RR': 'oui', 'Fréquence cardiaque en battements par minute': 'oui', 'Fréquence cardiaque en % de fréquence maxi.': 'oui', 'Fréquence cardiaque en temps réel, moyenne et maxi.': 'oui', 'Limites de fréquence cardiaque': 'oui', 'Zones de fréquence cardiaque*': 'oui', 'Valeurs EPOC et VO2max *': 'oui', 'Graphique de fréquence cardiaque en temps réel': 'oui', 'Calories': 'oui', ""Pic d'effet d'entraînement"": 'oui', 'Temps de récupération': 'oui', 'EPOC en temps réel': 'oui', ""Fréquence d'enregistrement du journal"": '1, 10 s', 'Enregistre la fréquence cardiaque pendant la natation': 'oui, avec Suunto Smart Sensor', 'price': '""339""@fr, ""EUR""@fr', 'description': '  ""SUUNTO AMBIT 3 PEAK BLACK HR""@fr HR - GPS RANDONNÉE Suunto couleur Noir SS020674000 Anima Sportiv', 'title': '  ""SUUNTO AMBIT 3 PEAK BLACK HR""@fr HR - GPS RANDONNÉE Suunto couleur Noir SS020674000 Anima Sportiv', 'sku': {'title': '  ""SUUNTO AMBIT 3 PEAK BLACK HR""@fr HR - GPS RANDONNÉE Suunto couleur Noir SS020674000 Anima Sportiv', 'sku': ""['ss020674000']""}}","{'title': '  ""SUUNTO AMBIT 3 PEAK BLACK HR""@de HR - TREKKING GPS Suunto Farbe Schwarz SS020674000 Der Online-Sh', 'sku': {'title': '  ""SUUNTO AMBIT 3 PEAK BLACK HR""@de HR - TREKKING GPS Suunto Farbe Schwarz SS020674000 Der Online-Sh', 'sku': ""['ss020674000']""}, 'description': '  ""SUUNTO AMBIT 3 PEAK BLACK HR""@de HR - TREKKING GPS Suunto Farbe Schwarz SS020674000 Der Online-Sh'}"
5607,5681,2238,1,"{'/mpn': '[ss020674000]', '/gtin13': '[6417084182692]', 'category': 'Jewelry', 'Intervalle RR': 'oui', 'Fréquence cardiaque en battements par minute': 'oui', 'Fréquence cardiaque en % de fréquence maxi.': 'oui', 'Fréquence cardiaque en temps réel, moyenne et maxi.': 'oui', 'Limites de fréquence cardiaque': 'oui', 'Zones de fréquence cardiaque*': 'oui', 'Valeurs EPOC et VO2max *': 'oui', 'Graphique de fréquence cardiaque en temps réel': 'oui', 'Calories': 'oui', ""Pic d'effet d'entraînement"": 'oui', 'Temps de récupération': 'oui', 'EPOC en temps réel': 'oui', ""Fréquence d'enregistrement du journal"": '1, 10 s', 'Enregistre la fréquence cardiaque pendant la natation': 'oui, avec Suunto Smart Sensor', 'price': '""339""@fr, ""EUR""@fr', 'description': '  ""SUUNTO AMBIT 3 PEAK BLACK HR""@it HR - GPS TREKKING Suunto Nero SS020674000 Articoli sportivi e ab', 'title': '  ""SUUNTO AMBIT 3 PEAK BLACK HR""@it HR - GPS TREKKING Suunto Nero SS020674000 Articoli sportivi e ab', 'sku': {'title': '  ""SUUNTO AMBIT 3 PEAK BLACK HR""@it HR - GPS TREKKING Suunto Nero SS020674000 Articoli sportivi e ab', 'sku': ""['ss020674000']""}}","{'title': '  ""SUUNTO AMBIT 3 PEAK BLACK HR""@it HR - GPS TREKKING Suunto Nero SS020674000 Articoli sportivi e ab', 'sku': {'title': '  ""SUUNTO AMBIT 3 PEAK BLACK HR""@it HR - GPS TREKKING Suunto Nero SS020674000 Articoli sportivi e ab', 'sku': ""['ss020674000']""}, 'description': '  ""SUUNTO AMBIT 3 PEAK BLACK HR""@it HR - GPS TREKKING Suunto Nero SS020674000 Articoli sportivi e ab'}"
5608,1824,4538,1,"{'/mpn': '[ss020674000]', '/gtin13': '[6417084182692]', 'category': 'Jewelry', 'Intervalle RR': 'oui', 'Fréquence cardiaque en battements par minute': 'oui', 'Fréquence cardiaque en % de fréquence maxi.': 'oui', 'Fréquence cardiaque en temps réel, moyenne et maxi.': 'oui', 'Limites de fréquence cardiaque': 'oui', 'Zones de fréquence cardiaque*': 'oui', 'Valeurs EPOC et VO2max *': 'oui', 'Graphique de fréquence cardiaque en temps réel': 'oui', 'Calories': 'oui', ""Pic d'effet d'entraînement"": 'oui', 'Temps de récupération': 'oui', 'EPOC en temps réel': 'oui', ""Fréquence d'enregistrement du journal"": '1, 10 s', 'Enregistre la fréquence cardiaque pendant la natation': 'oui, avec Suunto Smart Sensor', 'price': '""339""@fr, ""EUR""@fr', 'description': '  ""Suunto Ambit 3 Peak Black HR Outdoor Multi-Sports GPS Watch SS020674000 ""@en | Dutyfreeislandshop', 'title': 'Suunto Ambit 3 Peak Black HR Outdoor Multi-Sports GPS Watch', 'brand': 'Suunto', 'color': 'Black', 'gender': 'Unisex', 'sku': 'SS020674000', 'diameter': ''}","{'title': '  ""SUUNTO AMBIT 3 PEAK BLACK HR""@de HR - TREKKING GPS Suunto Farbe Schwarz SS020674000 Der Online-Sh', 'sku': {'title': '  ""SUUNTO AMBIT 3 PEAK BLACK HR""@de HR - TREKKING GPS Suunto Farbe Schwarz SS020674000 Der Online-Sh', 'sku': ""['ss020674000']""}, 'description': '  ""SUUNTO AMBIT 3 PEAK BLACK HR""@de HR - TREKKING GPS Suunto Farbe Schwarz SS020674000 Der Online-Sh'}"
5609,6372,8240,0,"{'/mpn': '[ss020674000]', '/gtin13': '[6417084182692]', 'category': 'Jewelry', 'Intervalle RR': 'oui', 'Fréquence cardiaque en battements par minute': 'oui', 'Fréquence cardiaque en % de fréquence maxi.': 'oui', 'Fréquence cardiaque en temps réel, moyenne et maxi.': 'oui', 'Limites de fréquence cardiaque': 'oui', 'Zones de fréquence cardiaque*': 'oui', 'Valeurs EPOC et VO2max *': 'oui', 'Graphique de fréquence cardiaque en temps réel': 'oui', 'Calories': 'oui', ""Pic d'effet d'entraînement"": 'oui', 'Temps de récupération': 'oui', 'EPOC en temps réel': 'oui', ""Fréquence d'enregistrement du journal"": '1, 10 s', 'Enregistre la fréquence cardiaque pendant la natation': 'oui, avec Suunto Smart Sensor', 'price': '""339""@fr, ""EUR""@fr', 'description': '  ""SUUNTO AMBIT 3 PEAK BLACK HR""@de HR - TREKKING GPS Suunto Farbe Schwarz SS020674000 Der Online-Sh', 'title': '  ""SUUNTO AMBIT 3 PEAK BLACK HR""@de HR - TREKKING GPS Suunto Farbe Schwarz SS020674000 Der Online-Sh', 'sku': {'title': '  ""SUUNTO AMBIT 3 PEAK BLACK HR""@de HR - TREKKING GPS Suunto Farbe Schwarz SS020674000 Der Online-Sh', 'sku': ""['ss020674000']""}}","{'title': 'EQB-500 Bluetooth Argent/Bleu - Casio Edifice', 'brand': 'Casio Edifice', 'color': 'Colorée et connectée', 'gender': 'homme', 'sku': 'EQB-500DB-2AER', 'diameter': '', 'description': '  ""EQB-500 Bluetooth Argent/Bleu - Casio Edifice ""@fr-fr EQB-500DB-2AER""@fr-fr  ""  Colorée et connec'}"
5610,6376,5462,0,"{'/mpn': '[ss020674000]', '/gtin13': '[6417084182692]', 'category': 'Jewelry', 'Intervalle RR': 'oui', 'Fréquence cardiaque en battements par minute': 'oui', 'Fréquence cardiaque en % de fréquence maxi.': 'oui', 'Fréquence cardiaque en temps réel, moyenne et maxi.': 'oui', 'Limites de fréquence cardiaque': 'oui', 'Zones de fréquence cardiaque*': 'oui', 'Valeurs EPOC et VO2max *': 'oui', 'Graphique de fréquence cardiaque en temps réel': 'oui', 'Calories': 'oui', ""Pic d'effet d'entraînement"": 'oui', 'Temps de récupération': 'oui', 'EPOC en temps réel': 'oui', ""Fréquence d'enregistrement du journal"": '1, 10 s', 'Enregistre la fréquence cardiaque pendant la natation': 'oui, avec Suunto Smart Sensor', 'price': '""339""@fr, ""EUR""@fr', 'description': '  "" Suunto Men\'s Ambit 3 Peak HR Bluetooth GPS Chronograph Watch""@en ""Men\'s Watch (SS020674000) - WA', 'title': ""Suunto Men's Ambit 3 Peak HR Bluetooth GPS Chronograph Watch"", 'brand': 'Suunto', 'color': 'black', 'gender': ""Men's"", 'sku': 'SS020674000', 'diameter': ''}","{'title': 'EQB-500 Bluetooth Argent/Bleu - Casio Edifice', 'brand': 'Casio Edifice', 'color': 'Colorée et connectée', 'gender': 'homme', 'sku': 'EQB-500DB-2AER', 'diameter': '', 'description': '  ""EQB-500 Bluetooth Argent/Bleu - Casio Edifice ""@fr-fr EQB-500DB-2AER""@fr-fr  ""  Colorée et connec'}"
5611,2136,3643,0,"{'/mpn': '[ss020674000]', '/gtin13': '[6417084182692]', 'category': 'Jewelry', 'Intervalle RR': 'oui', 'Fréquence cardiaque en battements par minute': 'oui', 'Fréquence cardiaque en % de fréquence maxi.': 'oui', 'Fréquence cardiaque en temps réel, moyenne et maxi.': 'oui', 'Limites de fréquence cardiaque': 'oui', 'Zones de fréquence cardiaque*': 'oui', 'Valeurs EPOC et VO2max *': 'oui', 'Graphique de fréquence cardiaque en temps réel': 'oui', 'Calories': 'oui', ""Pic d'effet d'entraînement"": 'oui', 'Temps de récupération': 'oui', 'EPOC en temps réel': 'oui', ""Fréquence d'enregistrement du journal"": '1, 10 s', 'Enregistre la fréquence cardiaque pendant la natation': 'oui, avec Suunto Smart Sensor', 'price': '""339""@fr, ""EUR""@fr', 'description': '  ""SUUNTO AMBIT 3 PEAK BLACK HR""@fr HR - GPS RANDONNÉE Suunto couleur Noir SS020674000 Anima Sportiv', 'title': '  ""SUUNTO AMBIT 3 PEAK BLACK HR""@fr HR - GPS RANDONNÉE Suunto couleur Noir SS020674000 Anima Sportiv', 'sku': {'title': '  ""SUUNTO AMBIT 3 PEAK BLACK HR""@fr HR - GPS RANDONNÉE Suunto couleur Noir SS020674000 Anima Sportiv', 'sku': ""['ss020674000']""}}","{'title': 'Montre', 'brand': 'Casio', 'color': 'argentée', 'gender': 'homme', 'sku': 'AQ-230A-1DMQYES', 'diameter': '', 'description': '  "" Montre argentée AQ-230A-1DMQYES - Casio ""@fr ""Fête des pères""@fr'}"
5612,1824,7549,0,"{'/mpn': '[ss020674000]', '/gtin13': '[6417084182692]', 'category': 'Jewelry', 'Intervalle RR': 'oui', 'Fréquence cardiaque en battements par minute': 'oui', 'Fréquence cardiaque en % de fréquence maxi.': 'oui', 'Fréquence cardiaque en temps réel, moyenne et maxi.': 'oui', 'Limites de fréquence cardiaque': 'oui', 'Zones de fréquence cardiaque*': 'oui', 'Valeurs EPOC et VO2max *': 'oui', 'Graphique de fréquence cardiaque en temps réel': 'oui', 'Calories': 'oui', ""Pic d'effet d'entraînement"": 'oui', 'Temps de récupération': 'oui', 'EPOC en temps réel': 'oui', ""Fréquence d'enregistrement du journal"": '1, 10 s', 'Enregistre la fréquence cardiaque pendant la natation': 'oui, avec Suunto Smart Sensor', 'price': '""339""@fr, ""EUR""@fr', 'description': '  ""Suunto Ambit 3 Peak Black HR Outdoor Multi-Sports GPS Watch SS020674000 ""@en | Dutyfreeislandshop', 'title': 'Suunto Ambit 3 Peak Black HR Outdoor Multi-Sports GPS Watch', 'brand': 'Suunto', 'color': 'Black', 'gender': 'Unisex', 'sku': 'SS020674000', 'diameter': ''}","{'title': 'EQB-500 Bluetooth Argent/Bleu - Casio Edifice', 'brand': 'Casio Edifice', 'color': 'Colorée', 'gender': 'homme', 'sku': 'EQB-500DB-2AER', 'diameter': '', 'description': '  ""EQB-500 Bluetooth Argent/Bleu - Casio Edifice ""@fr-fr EQB-500DB-2AER""@fr-fr  ""  Colorée et connec'}"
5613,6376,1427,0,"{'/mpn': '[ss020674000]', '/gtin13': '[6417084182692]', 'category': 'Jewelry', 'Intervalle RR': 'oui', 'Fréquence cardiaque en battements par minute': 'oui', 'Fréquence cardiaque en % de fréquence maxi.': 'oui', 'Fréquence cardiaque en temps réel, moyenne et maxi.': 'oui', 'Limites de fréquence cardiaque': 'oui', 'Zones de fréquence cardiaque*': 'oui', 'Valeurs EPOC et VO2max *': 'oui', 'Graphique de fréquence cardiaque en temps réel': 'oui', 'Calories': 'oui', ""Pic d'effet d'entraînement"": 'oui', 'Temps de récupération': 'oui', 'EPOC en temps réel': 'oui', ""Fréquence d'enregistrement du journal"": '1, 10 s', 'Enregistre la fréquence cardiaque pendant la natation': 'oui, avec Suunto Smart Sensor', 'price': '""339""@fr, ""EUR""@fr', 'description': '  "" Suunto Men\'s Ambit 3 Peak HR Bluetooth GPS Chronograph Watch""@en ""Men\'s Watch (SS020674000) - WA', 'title': ""Suunto Men's Ambit 3 Peak HR Bluetooth GPS Chronograph Watch"", 'brand': 'Suunto', 'color': 'black', 'gender': ""Men's"", 'sku': 'SS020674000', 'diameter': ''}","{'title': 'Suunto Ambit3 Peak Black Watch with HR', 'brand': 'Suunto', 'color': 'Black', 'gender': 'Start Fitness', 'sku': '', 'diameter': '', 'description': '  ""Suunto Ambit3 Peak Black Watch with HR""@en HR | Start Fitness""@en  "" The journey to your summit i'}"
5614,5411,2136,0,"{'/mpn': '[ss020674000]', '/gtin13': '[6417084182692]', 'category': 'Jewelry', 'Intervalle RR': 'oui', 'Fréquence cardiaque en battements par minute': 'oui', 'Fréquence cardiaque en % de fréquence maxi.': 'oui', 'Fréquence cardiaque en temps réel, moyenne et maxi.': 'oui', 'Limites de fréquence cardiaque': 'oui', 'Zones de fréquence cardiaque*': 'oui', 'Valeurs EPOC et VO2max *': 'oui', 'Graphique de fréquence cardiaque en temps réel': 'oui', 'Calories': 'oui', ""Pic d'effet d'entraînement"": 'oui', 'Temps de récupération': 'oui', 'EPOC en temps réel': 'oui', ""Fréquence d'enregistrement du journal"": '1, 10 s', 'Enregistre la fréquence cardiaque pendant la natation': 'oui, avec Suunto Smart Sensor', 'price': '""339""@fr, ""EUR""@fr', 'description': '  ""SUUNTO AMBIT 3 PEAK BLACK HR""@fr HR - GPS RANDONNÉE Suunto couleur Noir SS020674000 Anima Sportiv', 'title': '  ""SUUNTO AMBIT 3 PEAK BLACK HR""@fr HR - GPS RANDONNÉE Suunto couleur Noir SS020674000 Anima Sportiv', 'sku': {'title': '  ""SUUNTO AMBIT 3 PEAK BLACK HR""@fr HR - GPS RANDONNÉE Suunto couleur Noir SS020674000 Anima Sportiv', 'sku': ""['ss020674000']""}}","{'title': 'Suunto Ambit3 Peak Black Watch with HR', 'brand': 'Suunto', 'color': 'Black', 'gender': 'Start Fitness', 'sku': '', 'diameter': '', 'description': '  ""Suunto Ambit3 Peak Black Watch with HR""@en HR | Start Fitness""@en  "" The journey to your summit i'}"
5617,5681,7419,0,"{'/mpn': '[ss020674000]', '/gtin13': '[6417084182692]', 'category': 'Jewelry', 'Intervalle RR': 'oui', 'Fréquence cardiaque en battements par minute': 'oui', 'Fréquence cardiaque en % de fréquence maxi.': 'oui', 'Fréquence cardiaque en temps réel, moyenne et maxi.': 'oui', 'Limites de fréquence cardiaque': 'oui', 'Zones de fréquence cardiaque*': 'oui', 'Valeurs EPOC et VO2max *': 'oui', 'Graphique de fréquence cardiaque en temps réel': 'oui', 'Calories': 'oui', ""Pic d'effet d'entraînement"": 'oui', 'Temps de récupération': 'oui', 'EPOC en temps réel': 'oui', ""Fréquence d'enregistrement du journal"": '1, 10 s', 'Enregistre la fréquence cardiaque pendant la natation': 'oui, avec Suunto Smart Sensor', 'price': '""339""@fr, ""EUR""@fr', 'description': '  ""SUUNTO AMBIT 3 PEAK BLACK HR""@it HR - GPS TREKKING Suunto Nero SS020674000 Articoli sportivi e ab', 'title': '  ""SUUNTO AMBIT 3 PEAK BLACK HR""@it HR - GPS TREKKING Suunto Nero SS020674000 Articoli sportivi e ab', 'sku': {'title': '  ""SUUNTO AMBIT 3 PEAK BLACK HR""@it HR - GPS TREKKING Suunto Nero SS020674000 Articoli sportivi e ab', 'sku': ""['ss020674000']""}}","{'title': 'Suunto Ambit3 Peak Black Watch with HR', 'brand': 'Suunto', 'color': 'Black', 'gender': 'Start Fitness', 'sku': '', 'diameter': '', 'description': '  ""Suunto Ambit3 Peak Black Watch with HR""@en HR | Start Fitness""@en  "" The journey to your summit i'}"
