,ltable_id,rtable_id,l_entity,r_entity,label
2929,578,129,"{
  ""title"": ""\""Canon VIXIA HF M500 (HFM500) Flash Memory Camcorder\""@en Camcorder - Fumfie.com""@en"",
  ""category"": ""Electronics"",
  ""subcategory"": ""Cameras & Optics"",
  ""brand"": ""Canon"",
  ""modelno"": ""HFM500"",
  ""sku"": ""VIXIA\_HF\_M500"",
  ""key_features"": [""1080p Full HD video recording"", ""3.0\"" LCD touch panel"", ""3.28MP Full HD CMOS sensor""]
}
","{
  ""title"": ""\""Fujifilm INSTAX Mini 8 Instant Film Camera (Pink)\"" \""Fujifilm (Pink) – Pictureline\"""",
  ""category"": ""Electronics"",
  ""subcategory"": ""Cameras"",
  ""brand"": ""Fujifilm"",
  ""modelno"": ""INSTAX Mini 8"",
  ""sku"": ""Pink"",
  ""key_features"": [""Instant Film Camera"", ""Compact Design"", ""Easy to Use"", ""Colorful Varieties""]
}
",0
2930,910,910,"{
  ""title"": ""Savage 19676 11 TROPHY HUNTER XP 223 NIKON ""@en, NIKON""@en"",
  ""category"": ""Hunting"",
  ""subcategory"": ""Rifles"",
  ""brand"": ""Savage"",
  ""modelno"": ""19676"",
  ""sku"": ""TROPHY HUNTER XP 223"",
  ""key_features"": [""High accuracy"", ""Adjustable stock"", ""Reliable performance""]
}
","{
  ""title"": ""Savage 19676 11 TROPHY HUNTER XP 223 NIKON""@en NIKON $480.00""@en"",
  ""category"": ""Sports"",
  ""subcategory"": ""Hunting"",
  ""brand"": ""Savage"",
  ""modelno"": ""19676"",
  ""sku"": ""Trophy Hunter XP 223"",
  ""key_features"": [""AccuTrigger"", ""Carbon-fiber stock"", ""AccuStock"", ""10-round detachable box magazine""]
}
",1
2931,1381,150,"{'title': 'Netgear HD Security Camera Table Ceiling Wall Mount (VMA1100-10000S)', 'category': 'Electronics', 'subcategory': 'Security & Surveillance', 'brand': 'Netgear', 'modelno': 'VMA1100-10000S', 'sku': 'MTX1100-10000S', 'key_features': ['HD resolution', 'Wide angle view', 'Night vision', 'Easy installation']}","{
  ""title"": ""\""Garmin VIRB XE Action Camera - 010-01363-11\"" \"" Garmin Ultra 30 010-01529-03\"""",
  ""category"": ""Sports & Outdoors"",
  ""subcategory"": ""Fitness & Nutrition"",
  ""brand"": ""Garmin"",
  ""modelno"": ""Ultra 30"",
  ""sku"": ""010-01529-03"",
  ""key_features"": [""1080p Full HD video recording"", ""GPS data overlay"", ""Wi-Fi and Bluetooth connectivity""]
}
",0
2932,39,1381,"{
  ""title"": ""\""Full HD Wireless Day Night Network Camera\""@fi \""DCS-2230L Full Camera | D-Link Finland\""@fi"",
  ""category"": ""Electronics"",
  ""subcategory"": ""Cameras"",
  ""brand"": ""D-Link"",
  ""modelno"": ""DCS-2230L"",
  ""sku"": ""2230L"",
  ""key_features"": [""Wireless"", ""Day Night"", ""Full HD"", ""Network Camera""]
}
","{
  ""title"": ""\""Netgear VMA1100-10000S vma110010000s Arlo Table Ceiling Wall Mnt For Wire-Free Hd Sec Camera\""@en Camera.\""@en"",
  ""category"": ""Electronics"",
  ""subcategory"": ""Security Cameras"",
  ""brand"": ""Netgear"",
  ""modelno"": ""VMA1100-10000S"",
  ""sku"": ""Arlo Table Ceiling Wall Mount"",
  ""key_features"": [""Wire-Free"", ""HD"", ""Secure Camera"", ""Compatible with Arlo cameras""]
}
",0
2933,59,624,"{
  ""title"": ""\""Canon PowerShot SX60 HS\"" \"" Canon HS - 9543B001 Digital Cameras CDW.com"",
  ""category"": ""Electronics"",
  ""subcategory"": ""Cameras"",
  ""brand"": ""Canon"",
  ""modelno"": ""SX60 HS"",
  ""sku"": ""9543B001"",
  ""sku_description"": ""Digital Cameras"",
  ""key_features"": [""High Zoom"", ""Wi-Fi"", ""Full HD Video""]
}
","{
  ""title"": ""LUMIX® GX1Body 16 Megapixel Compact System Camera (No Lens) @en, DMC-GX1BODY @en Panasonic Product Support - DMC-GX1SBODY @en"",
  ""category"": ""Electronics"",
  ""subcategory"": ""Cameras"",
  ""brand"": ""Panasonic"",
  ""modelno"": ""GX1Body"",
  ""sku"": ""DMC-GX1BODY"",
  ""key_features"": [""16 MP Live MOS Sensor"", ""Venus Engine Image Processor"", ""3.0"" Touchscreen LCD""]
}
",0
2934,986,1306,,"{
  ""title"": ""SanDisk SDCFXS-032G-A46 Extreme120MB/s60MB/s @en ""Memory & Storage | Unique Photo"" @en"",
  ""category"": ""Photography"",
  ""subcategory"": ""Memory & Storage"",
  ""brand"": ""SanDisk"",
  ""modelno"": ""SDCFXS-032G-A46"",
  ""sku"": ""Extreme120MB/s60MB/s"",
  ""key_features"": [""High speed"", ""Durable"", ""Reliable""]
}
",0
2935,481,1120,,"{
  ""title"": ""\""Canon EOS 5D Mark IV DSLR Camera with 24-105mm f/4L II Lens\""@en Lens 1483C010 - Media Distributors""@en"",
  ""category"": ""Electronics"",
  ""subcategory"": ""Cameras"",
  ""brand"": ""Canon"",
  ""modelno"": ""5D Mark IV"",
  ""sku"": ""24-105mm f/4L II"",
  ""key_features"": [""24-105mm lens"", ""f/4L II aperture"", ""Media Distributors""]
}
",0
2936,897,189,"{
  ""title"": ""\""Canon EOS 1300D + EF-S 18-55 IS II SLR Camera Kit 18MP CMOS 5184 x 3456pixels Black\"" (8714574637266)"",
  ""category"": ""Electronics"",
  ""subcategory"": ""Cameras & Optics"",
  ""brand"": ""Canon"",
  ""modelno"": ""1300D"",
  ""sku"": ""8714574637266"",
  ""key_features"": [""18MP CMOS sensor"", ""5184 x 3456pixels"", ""Black color"", ""EF-S 18-55 IS II lens""]
}
","{
  ""title"": ""\""Canon EOS Rebel SL1 Digital SLR with 18-55mm STM Lens""@en-US ""Digital Cameras - Page 7 | EISF""@en-US"",
  ""category"": ""Digital Cameras"",
  ""subcategory"": ""DSLR Cameras"",
  ""brand"": ""Canon"",
  ""modelno"": ""EOS Rebel SL1"",
  ""sku"": ""1855STM"",
  ""key_features"": [""18.0 Megapixel CMOS sensor"", ""DIGIC 5 Image Processor"", ""Full HD video recording"", ""3.0\"" LCD monitor""]
}
",0
2937,1383,589,"{
  ""title"": ""\""Pyle PLCMTR71 Weatherproof Rearview Backup Camera System Kit with 7â€™â€™ LCD Color Monitor, IR Night Vision Camera, Dual DC Voltage 12-24 for Bus, Truck, Trailer, Van\""@en-US \""Accessories - Page 51 | EISF\""@en-US"",
  ""category"": ""Electronics"",
  ""subcategory"": ""Accessories"",
  ""brand"": ""Pyle"",
  ""modelno"": ""PLCMTR71"",
  ""sku"": ""PLCMTR71-GRAY"",
  ""key_features"": [""Weatherproof"", ""Rearview Camera"", ""7' LCD Color Monitor"", ""IR Night Vision"", ""Dual DC Voltage""]
}
","{'title': 'Netgear VMS3230-100EUS IP security camera Interior y exterior Bala Color blanco cÃ¡mara de vigilancia', 'category': 'Vigilance and Surveillance', 'subcategory': 'IP Security Cameras', 'brand': 'Netgear', 'modelno': 'VMS3230-100EUS', 'sku': 'White', 'key_features': ['Full HD resolution', 'Outdoor-ready', 'Vandal-proof', 'PoE', 'Dome shape']}",0
2938,641,468,"{
  ""title"": ""\""Manfrotto Quick Release Plate 785PL - Alternatieven \""@NL Tweakers\""@NL"",
  ""category"": ""Cameras & Optics"",
  ""subcategory"": ""Tripods & Supports"",
  ""brand"": ""Manfrotto"",
  ""modelno"": ""785PL"",
  ""sku"": ""12345ABCD"",
  ""key_features"": [""Arca-Swiss compatible"", ""Quick release"", ""Adjustable angle""]
}
","{'title': 'Manfrotto 501PLONG Long Quick Release Plate', 'category': 'Photography', 'subcategory': 'Tripods & Heads', 'brand': 'Manfrotto', 'modelno': '501PLONG', 'sku': 'Manfrotto Plate', 'key_features': ['long', 'quick release', 'secure', 'universal']}",0
2939,1043,498,"{
  ""title"": ""\""Canon Digital 70D Body Only\""@en-US Only | Infocus Camera & Imaging""@en-US,
  ""category"": ""Electronics"",
  ""subcategory"": ""Cameras & Optics"",
  ""brand"": ""Canon"",
  ""modelno"": ""70D"",
  ""sku"": ""Body Only"",
  ""key_features"": [""20.2 MP APS-C CMOS Sensor"", ""Dual Pixel CMOS AF"", ""3.0\"" Clear View II LCD Monitor""]
}
","{
  ""title"": ""\""EOS 5D Mark IV Body\""@en \""Canon EOS Body | Canon Online Store\""@en"",
  ""category"": ""Digital Cameras"",
  ""subcategory"": ""DSLR Cameras"",
  ""brand"": ""Canon"",
  ""modelno"": ""5D Mark IV"",
  ""sku"": null,
  ""key_features"": [""30.4 MP Full-Frame CMOS Sensor"", ""Dual Pixel RAW"", ""4K Video Recording at 30 fps""]
}
",0
2940,133,634,"{
  ""title"": ""\""GoPro Hero3+ Silver Edition\""@en"",
  ""category"": ""Electronics"",
  ""subcategory"": ""Cameras"",
  ""brand"": ""GoPro"",
  ""modelno"": ""Hero3+ Silver Edition"",
  ""sku"": ""GPH3S"",
  ""key_features"": [""12MP photos"", ""1080p60 video"", ""Built-in Wi-Fi""]
}
","{'title': '""SOPORTE LATERAL GOPRO SIDE MOUNT""', 'category': 'Camera Accessories', 'subcategory': 'GoPro Accessories', 'brand': 'GoPro', 'modelno': 'Side Mount', 'sku': 'Lateral', 'key_features': ['Compatible with GoPro Hero cameras', 'Secure attachment', 'Adjustable angle']}",0
2941,444,444,,"{
  ""title"": ""\""Panasonic Lumix DMC-FX55 (Silver)\""@en, \"" Panasonic (Silver) \""@en Prices - CNET\""@en"",
  ""category"": ""Electronics"",
  ""subcategory"": ""Cameras & Optics"",
  ""brand"": ""Panasonic"",
  ""modelno"": ""Lumix DMC-FX55"",
  ""sku"": ""Camera"",
  ""key_features"": [""12.2 MP"", ""Leica DC VARIO-ELMARIT lens"", ""3.0-inch LCD"", ""HD video recording""]
}
",1
2942,1013,1345,"{
  ""title"": ""\""Canon EF 85mm f/1.8 USM Lens\""@en \""Camera Lenses :: Canon Lens - Onestop Digital\""@en"",
  ""category"": ""Camera Lenses"",
  ""subcategory"": ""Canon Lens"",
  ""brand"": ""Canon"",
  ""modelno"": ""EF 85mm f/1.8 USM"",
  ""sku"": ""Lens-001"",
  ""key_features"": [""USM Autofocus"", ""Compact Design"", ""Fast Aperture""]
}
","{'title': '""EOS Rebel T6 EF-S 18-55mm f/3.5-5.6 IS II Kit""@en Kit | Canon Online Store""@en', 'category': 'Digital Cameras', 'subcategory': 'DSLR Cameras', 'brand': 'Canon', 'modelno': 'EOS Rebel T6', 'sku': 'EF-S 18-55mm f/3.5-5.6 IS II Kit', 'key_features': ['18.0 Megapixel CMOS sensor', 'HD video recording', '9-point AF system']}",0
2943,551,1281,"{
  ""title"": ""\""Sony HDR-CX110 HD Handycam Camcorder (Black)\""@en (Black) - Fumfie.com""@en"",
  ""category"": ""Electronics"",
  ""subcategory"": ""Cameras & Camcorders"",
  ""brand"": ""Sony"",
  ""modelno"": ""HDR-CX110"",
  ""sku"": ""Black"",
  ""key_features"": [""1080p Full HD recording"", ""3.0-inch LCD screen"", ""32GB internal memory""]
}
","{'title': 'Sandisk 32GB Ultra SDSDQL-032G microSDHC Card r30MB/s w12MB/s Class 10 Limited Stock', 'category': 'Electronics', 'subcategory': 'Memory & Storage', 'brand': 'SanDisk', 'modelno': 'SDSDQL-032G', 'sku': 'SDSDQL032G', 'key_features': ['30MB/s read speed', '12MB/s write speed', 'Class 10', '32GB capacity', 'Limited stock']}",0
2944,578,578,"{
  ""title"": ""\""Canon VIXIA HF M500 (HFM500) Flash Memory Camcorder\""@en Camcorder - Fumfie.com""@en"",
  ""category"": ""Electronics"",
  ""subcategory"": ""Cameras & Optics"",
  ""brand"": ""Canon"",
  ""modelno"": ""HFM500"",
  ""sku"": ""VIXIA\_HF\_M500"",
  ""key_features"": [""HD recording"", ""10x optical zoom"", ""Wi-Fi connectivity""]
}
","{
  ""title"": ""\""Videocámara CANON HFM-500""@es"",
  ""category"": ""Electronics"",
  ""subcategory"": ""Cameras & Optics"",
  ""brand"": ""Canon"",
  ""modelno"": ""HFM-500"",
  ""sku"": null,
  ""key_features"": [""4K recording"", ""1.0-inch CMOS sensor"", ""3.2-inch touchscreen LCD""]
}
",1
2945,634,496,"{
  ""title"": ""\""GoPro Side Mount - support system adhesive mount\"" \"" GoPro mount AHEDM-001 Digital Camera Accessories CDWG.com"",
  ""category"": ""Digital Camera Accessories"",
  ""subcategory"": ""GoPro Mounts"",
  ""brand"": ""AHEDM"",
  ""modelno"": ""001"",
  ""sku"": ""AHEDM-001"",
  ""key_features"": [""Adhesive mount"", ""Side mount"", ""Support system""]
}
","{'title': 'GoPro Suction Cup Mount', 'category': 'Camera Accessories', 'subcategory': 'Mounts & Brackets', 'brand': 'GoPro', 'modelno': 'AUCMT-302', 'sku': 'B07ZG3D1RM', 'key_features': ['Strong suction cup', 'Easy to attach', '360-degree rotation']}",0
2946,437,498,"{
  ""title"": ""\""Canon EOS 6D (Body) \""Canon | Digital SLR Camera Cameras Toronto Canada Store Aden"",
  ""category"": ""Electronics"",
  ""subcategory"": ""Cameras"",
  ""brand"": ""Canon"",
  ""modelno"": ""EOS 6D"",
  ""sku"": ""12345ABCD"",
  ""key_features"": [""Full HD Video Recording"", ""3.0\"" LCD Screen"", ""11-Point Autofocus System""]
}
","{
  ""title"": ""\""EOS 5D Mark IV Body""@en ""Canon EOS Body | Canon Online Store""@en"",
  ""category"": ""Cameras & Accessories"",
  ""subcategory"": ""Digital Cameras"",
  ""brand"": ""Canon"",
  ""modelno"": ""EOS 5D Mark IV"",
  ""sku"": ""EOS5DMarkIV"",
  ""key_features"": [""Full-Frame Sensor"", ""4K Video Recording"", ""30.4 MP Resolution"", ""Dual Pixel CMOS AF""]
}
",0
2947,150,646,"{'title': 'Garmin VIRB XE - action camera', 'category': 'Electronics', 'subcategory': 'Cameras', 'brand': 'Garmin', 'modelno': '010-01363-11', 'sku': 'Video Camcorders', 'key_features': ['HD video recording', 'Wi-Fi connectivity', 'GPS functionality']}",,0
2948,59,189,"{
  ""title"": ""\""Canon PowerShot SX60 HS\"" \"" Canon HS - 9543B001 Digital Cameras CDW.com"",
  ""category"": ""Electronics"",
  ""subcategory"": ""Cameras"",
  ""brand"": ""Canon"",
  ""modelno"": ""SX60 HS"",
  ""sku"": ""9543B001"",
  ""key_features"": [""30x optical zoom"", ""Wi-Fi"", ""Full HD video recording""]
}
","{
  ""title"": ""\""Canon EOS Rebel SL1 Digital SLR with 18-55mm STM Lens""@en-US ""Digital Cameras - Page 7 | EISF""@en-US"",
  ""category"": ""Electronics"",
  ""subcategory"": ""Cameras & Optics"",
  ""brand"": ""Canon"",
  ""modelno"": ""EOS Rebel SL1"",
  ""sku"": ""284103"",
  ""key_features"": [""18.0 Megapixel CMOS sensor"", ""Full HD 1080p video recording"", ""3.0-inch LCD screen"", ""STM lens for smooth and quiet autofocus""]
}
",0
2949,489,1051,"{'title': '""Battery For Leica GEB111""@en-us Teodoliti Battery Total Station Manufacturers Products Ni- ""@en-us Livelli Laser Stazioni Totali Suppliers Tacheometri kolida Kolida Strumenti Topografici', 'category': 'Electronics', 'subcategory': 'Batteries', 'brand': 'Leica', 'modelno': 'GEB111', 'sku': 'BatteryForLeicaGEB111', 'key_features': ['Total Station Manufacturers', 'Products Ni-', 'Livelli Laser', 'Stazioni Totali', 'Suppliers Tacheometri', 'kolida', 'Kolida Strumenti Topografici']}","{
  ""title"": ""Batteria Per Leica GEB121""@it Batteria per Stazioni Totali TPS 1000 e 2000 GEB187 Batterie leica GEB211 Betteria 400/700/800/1100 GEB221 Stazione Totale Ricaricabile Ni-M ""@it GEB121 Gps GEB111"",
  ""category"": ""Electronics"",
  ""subcategory"": ""Power & Accessories"",
  ""brand"": ""Leica"",
  ""modelno"": ""GEB121"",
  ""sku"": ""GEB121"",
  ""key_features"": [""Rechargeable"", ""Ni-M"", ""Battery for Leica Devices""]
}
",0
2950,231,842,"{
  ""title"": ""\""SanDisk Extreme Pro - flash memory card 32 GB SDHC UHS-II\""@en, \"" SanDisk UHS-II \""@en Overview CNET""@en"",
  ""category"": ""Electronics"",
  ""subcategory"": ""Memory & Storage"",
  ""brand"": ""SanDisk"",
  ""modelno"": ""SDHC UHS-II"",
  ""sku"": ""32 GB"",
  ""key_features"": [""UHS-II"", ""High Speed"", ""Reliable""]
}
","{'title': '""Kingston - flash memory card 32 GB SDHC UHS-I"" "" Kingston UHS-I SDA3/32GB Flash Memory Cards CDWG.com""', 'category': 'Electronics', 'subcategory': 'Memory & Storage', 'brand': 'Kingston', 'modelno': 'UHS-I Flash Memory Card', 'sku': 'SDA3/32GB', 'key_features': ['SDHC', '32GB Capacity', 'UHS-I']}",0
2951,421,1381,"{'title': 'Arlo Wire-Free Security System with 3 HD Cameras', 'category': 'Security Systems', 'subcategory': 'Wireless Security Systems', 'brand': 'Arlo', 'modelno': 'VMS3330-100NAS', 'sku': 'VMS3330-100NAS', 'key_features': ['1080p HD resolution', 'Weatherproof', 'Night vision', 'Motion detection', 'Mobile app']}","{
  ""title"": ""\""Netgear VMA1100-10000S vma110010000s Arlo Table Ceiling Wall Mnt For Wire-Free Hd Sec Camera\""@en Camera.""@en"",
  ""category"": ""Electronics"",
  ""subcategory"": ""Security"",
  ""brand"": ""Netgear"",
  ""modelno"": ""VMA1100-10000S"",
  ""sku"": ""VMA110010000S"",
  ""key_features"": [""Wire-Free"", ""HD Security Camera"", ""Table, Ceiling, Wall Mount"", ""Arlo Compatible""]
}
",0
2952,1222,223,"{
  ""title"": ""\""Canon EF 50mm f/1.8 II Camera Lens - Fixed (Discontinued by Manufacturer)\""@en-US \""Camera Lenses | EISF\""@en-US"",
  ""category"": ""Camera Lenses"",
  ""subcategory"": ""Prime Lenses"",
  ""brand"": ""Canon"",
  ""modelno"": ""EF 50mm f/1.8 II"",
  ""sku"": ""50mm f/1.8 II"",
  ""key_features"": [""Compact and lightweight"", ""Affordable"", ""Fast aperture for low-light shooting""]
}
","{
  ""title"": ""\""Canon EOS Rebel T3 Digital SLR Camera with EF-S 18-55mm f/3.5-5.6 IS Lens (discontinued by manufacturer)\""@en-US \""Interchangeable Cameras | EISF\""@en-US"",
  ""category"": ""Electronics"",
  ""subcategory"": ""Cameras & Optics"",
  ""brand"": ""Canon"",
  ""modelno"": ""EOS Rebel T3"",
  ""sku"": ""67890ABCD"",
  ""key_features"": [""Digital SLR"", ""IS Lens""]
}
",0
2953,532,532,"{
  ""title"": ""\""Metabones Canon EF to Emount T Speed Booster ULTRA 0.71x\""@en 0.71x LN78442 - MB_SPEF-E-BT2 | SCAN UK""@en"",
  ""category"": ""Photography"",
  ""subcategory"": ""Lenses"",
  ""brand"": ""Metabones"",
  ""modelno"": ""LN78442"",
  ""sku"": ""MB_SPEF-E-BT2"",
  ""key_features"": [""0.71x magnification"", ""T-mount"", ""Full-frame coverage""]
}
","{
  ""title"": ""\""Metabones Canon EF Lens to Sony E Mount T Speed Booster ULTRA 0.71x\"" \"" Metabones 0.71x | WTS Broadcast\"""",
  ""category"": ""Cinematography"",
  ""subcategory"": ""Lens Adapters"",
  ""brand"": ""Metabones"",
  ""modelno"": ""0.71x"",
  ""sku"": ""WTS_Broadcast"",
  ""key_features"": [""Canon EF lens to Sony E-mount"", ""0.71x focal length reduction"", ""T-stop 5.6"", ""Full-frame coverage""]
}
",1
2954,621,634,"{'title': '""Manfrotto X-PRO 3-Way Head - tripod head"" "" Manfrotto head MHXPRO-3W Tripods CDWG.com""', 'category': 'Photography', 'subcategory': 'Tripods & Heads', 'brand': 'Manfrotto', 'modelno': 'MHXPRO-3W', 'sku': 'CDWG.com', 'key_features': ['3-Way Head', 'Q2 Quick Release']}","{'title': '""SOPORTE LATERAL GOPRO SIDE MOUNT""', 'category': 'Camera Accessories', 'subcategory': 'GoPro Accessories', 'brand': 'Unique Photo', 'modelno': 'SL-GPRO', 'sku': 'UP-SL-GPRO', 'key_features': ['Secure side mounting', 'Adjustable angle', 'Compatibility with GoPro cameras']}",0
2955,1331,1331,"{
  ""title"": ""Savage 11 TH XP 300WSM NIKON"",
  ""category"": ""Hunting Rifles"",
  ""subcategory"": ""Centerfire Rifles"",
  ""brand"": ""Savage Arms"",
  ""modelno"": ""11 TH XP"",
  ""sku"": ""300WSM"",
  ""key_features"": [""AccuTrigger"", ""AccuStock"", ""Threaded Barrel""]
}
","{
  ""title"": ""\""Savage 11 Trophy Hunter XP Package, Bolt Action, .300 WSM, Nikon BDC Scope, 4+1 Rounds\"""",
  ""category"": ""Hunting"",
  ""subcategory"": ""Rifles"",
  ""brand"": ""Savage"",
  ""modelno"": ""11 Trophy Hunter XP Package"",
  ""sku"": ""11THXP"",
  ""key_features"": [""Bolt Action"", "".300 WSM Caliber"", ""Nikon BDC Scope"", ""4+1 Rounds"", ""AccuTrigger""]
}
",1
2956,995,624,"{'title': 'LUMIXÂ® GH3 Body Only, 16 Megapixel Digital Single Lens Mirrorless Camera (No Lens)', 'category': 'Cameras', 'subcategory': 'Mirrorless Cameras', 'brand': 'Panasonic', 'modelno': 'DMC-GH3KBODY', 'sku': 'Panasonic - NEW! LUMIX Only Lens', 'key_features': ['16 Megapixel Sensor', 'HD Video Recording', '3-Inch LCD Screen']}","{
  ""title"": ""\"" LUMIX® GX1Body 16 Megapixel Compact System Camera (No Lens) ""@en, DMC-GX1BODY ""@en ""Panasonic Product Support - DMC-GX1SBODY""@en"",
  ""category"": ""Electronics"",
  ""subcategory"": ""Cameras"",
  ""brand"": ""Panasonic"",
  ""modelno"": ""DMC-GX1BODY"",
  ""sku"": ""GX1SBODY"",
  ""key_features"": [""16.0 MP Live MOS Sensor"", ""Venus Engine Image Processor"", ""3.0\"" Touchscreen LCD"", ""HD Video Recording""]
}
",0
2957,766,766,"{
  ""title"": ""Sony - 35mm f/1.8 Prime Lens for Most NEX E-Mount Cameras Black""@en-US,
  ""category"": ""Cameras & Optics"",
  ""subcategory"": ""Lenses"",
  ""brand"": ""Sony"",
  ""modelno"": ""SEL35F18"",
  ""sku"": ""16804359"",
  ""key_features"": [""Fast f/1.8 aperture"", ""Lightweight design"", ""Excellent for low-light photography""]
}
","{
  ""title"": ""\""Sony SEL35F18 35mm f/1.8 OSS""@en "" Sony OSS Standard prime lens for APS-C sensor E-mount mirrorless cameras at Crutchfield.com ""@en"",
  ""category"": ""Electronics"",
  ""subcategory"": ""Cameras & Optics"",
  ""brand"": ""Sony"",
  ""modelno"": ""SEL35F18"",
  ""sku"": ""SEL35F18"",
  ""key_features"": [""35mm focal length"", ""f/1.8 aperture"", ""Optical SteadyShot image stabilization"", ""E-mount for Sony E-series cameras""]
}
",1
2958,624,624,"{'title': 'LUMIXÂ® GX1Body 16 Megapixel Compact System Camera (No Lens)', 'category': 'Electronics', 'subcategory': 'Cameras', 'brand': 'Panasonic', 'modelno': 'DMC-GX1BODY', 'sku': 'GX1BODY', 'key_features': ['16 Megapixel', 'Compact System Camera', 'No Lens']}","{
  ""title"": ""\"" LUMIX® GX1Body 16 Megapixel Compact System Camera (No Lens) ""@en, DMC-GX1BODY ""@en ""Panasonic Product Support - DMC-GX1SBODY""@en"",
  ""category"": ""Electronics"",
  ""subcategory"": ""Cameras & Optics"",
  ""brand"": ""Panasonic"",
  ""modelno"": ""GX1Body"",
  ""sku"": ""No Lens"",
  ""key_features"": [""16 Megapixel Sensor"", ""Micro Four Thirds System"", ""3.0-inch Touchscreen LCD""]
}
",1
2959,1050,318,"{
  ""title"": ""MANFROTTO Befree Travel Tripod - Black""@en Black LN67508 MKBFRA4-BH | SCAN UK""@en,
  ""category"": ""Photography"",
  ""subcategory"": ""Tripods"",
  ""brand"": ""Manfrotto"",
  ""modelno"": ""LN67508"",
  ""sku"": ""MKBFRA4-BH"",
  ""key_features"": [""Compact design"", ""Lightweight"", ""Durable"", ""Adjustable""]
}
","{
  ""title"": "" Manfrotto MT190XPRO4 Aluminum Tripod ""@en - Optics4Birding"",
  ""category"": ""Camera Tripods"",
  ""subcategory"": ""Aluminum Tripods"",
  ""brand"": ""Manfrotto"",
  ""modelno"": ""MT190XPRO4"",
  ""sku"": ""@en - Optics4Birding"",
  ""key_features"": [""Aluminum construction"", ""4-section legs"", ""Quick-release plate""]
}
",0
2960,1130,831,"{
  ""title"": ""\""Logitech Webcam C930e\""@es"",
  ""category"": ""Electronics"",
  ""subcategory"": ""Cameras & Optics"",
  ""brand"": ""Logitech"",
  ""modelno"": ""C930e"",
  ""sku"": ""960-000972"",
  ""key_features"": [""1080p Full HD video"", ""Autofocus"", ""3x digital zoom""]
}
","{
  ""title"": ""\""Logitech BCC-950 Video Camera\"""",
  ""category"": ""Video Cameras"",
  ""subcategory"": ""Logitech Video Cameras"",
  ""brand"": ""Logitech"",
  ""modelno"": ""BCC-950"",
  ""sku"": ""BCC-950"",
  ""key_features"": [""High-Quality Video Recording"", ""Easy Connectivity""]
}
",0
2961,1045,225,"{'title': 'Fujifilm Instax Mini 8 Deal- Black Camera, 3 Packs of Film and Bag', 'category': 'Cameras', 'subcategory': 'Instant Cameras', 'brand': 'Fujifilm', 'modelno': 'Instax Mini 8', 'sku': 'Black', 'key_features': ['Instant Film Camera', '3 Packs of Film', 'Camera Bag']}","{
  ""title"": ""SONY WX350 COMPACT CAMERA WITH 20X OPTICAL ZOOM - DSC-WX350 (B)"",
  ""category"": ""Electronics"",
  ""subcategory"": ""Cameras"",
  ""brand"": ""Sony"",
  ""modelno"": ""DSC-WX350"",
  ""sku"": ""B"",
  ""key_features"": [""20.1MP Super HAD CCD Sensor"", ""20x Optical Zoom"", ""3.0"" LCD Monitor""]
}
",0
2962,189,85,"{
  ""title"": ""\""Canon EOS Rebel SL1\"" \"" Canon SL1 - 8575B003 Digital Cameras CDW.com"",
  ""category"": ""Digital Cameras"",
  ""subcategory"": ""DSLR Cameras"",
  ""brand"": ""Canon"",
  ""modelno"": ""SL1"",
  ""sku"": ""8575B003"",
  ""key_features"": [""18.0 Megapixel CMOS Sensor"", ""3.0\"" LCD Screen"", ""Full HD 1080p Video Recording""]
}
","{'title': 'Canon Gadget Bag 10EG Deluxe', 'category': 'Camera Accessories', 'subcategory': 'Camera Bags', 'brand': 'Canon', 'modelno': '10EG Deluxe', 'sku': '6231A001', 'key_features': ['Protective Storage', 'Padded Interior', 'Adjustable Shoulder Strap']}",0
2963,581,943,,"{
  ""title"": ""\""Canon EF 70-300mm f/4-5.6L IS USM Telephoto Lens\""@en Lens - Fumfie.com\""@en"",
  ""category"": ""Lenses"",
  ""subcategory"": ""Telephoto Lenses"",
  ""brand"": ""Canon"",
  ""modelno"": ""EF 70-300mm f/4-5.6L IS USM"",
  ""sku"": ""Telephoto Lens"",
  ""key_features"": [""4.3x Optical Zoom"", ""Image Stabilization"", ""Ultrasonic Autofocus""]
}
",0
2964,987,1043,"{
  ""title"": ""\"" D300S DSLR Camera (Body Only) \""Nikon 25464 B&H Photo Video"",
  ""category"": ""Electronics"",
  ""subcategory"": ""Cameras"",
  ""brand"": ""Nikon"",
  ""modelno"": ""D300S"",
  ""sku"": ""25464"",
  ""key_features"": [""24.5MP DX-Format Sensor"", ""Expeed 4 Processor"", ""3.2"" LCD Monitor""]
}
","{
  ""title"": ""\""Used Canon 70D Body D - Good\""@en \"" Used DSLRs | Unique Photo \""@en"",
  ""category"": ""Electronics"",
  ""subcategory"": ""Cameras"",
  ""brand"": ""Canon"",
  ""modelno"": ""70D"",
  ""sku"": ""Body"",
  ""key_features"": [""20MP sensor"", ""Dual Pixel CMOS AF"", ""Wi-Fi connectivity""]
}
",0
